dataset,split,view,grouping,gap_bin,metric,value,ci_low,ci_high,entity_mean,rows,entities,coverage,run_bin
sparkov,train,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.14001202465053358,0.13810975701424444,0.1425418178380853,0.15637271129247218,186284,686,True,1
sparkov,train,unambiguous,gap_binxrun_bin,1.0,log_amount,3.44928342968619,3.415655094350999,3.492734881876836,3.7377251229115447,186284,686,True,1
sparkov,train,unambiguous,gap_binxrun_bin,1.0,repeat,0.0026455026455026454,0.0,0.009339520243134686,0.004081632653061225,378,245,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.1693121693121693,0.13744115476614585,0.20341913908142775,0.1580952380952381,378,245,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,1.0,log_amount,3.6515226719138525,3.5373356612300557,3.776952339149976,3.6551975151732647,378,245,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.0026516012424645822,0.0024149596660362257,0.0028903312417660294,0.0023162435464585446,184794,677,True,1
sparkov,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.1284619630507484,0.12693503054326624,0.13019563883229684,0.1390660393056253,184794,677,True,1
sparkov,train,unambiguous,gap_binxrun_bin,2.0,log_amount,3.481470088795295,3.4526922493837495,3.5169124073817453,3.6015343468688608,184794,677,True,1
sparkov,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.00510204081632653,0.0,0.012676864060451844,0.003968253968253968,392,252,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.11734693877551021,0.08724203566419556,0.14927580407820054,0.11441798941798943,392,252,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,2.0,log_amount,3.6345441868366297,3.5201497195588267,3.7671855838951114,3.6929877039481678,392,252,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.002228728750600883,0.0020204433212188317,0.002433956637549467,0.002195658321833814,183064,666,True,1
sparkov,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.10190425206485164,0.10038172318591755,0.10332737327783406,0.10618455153479298,183064,666,True,1
sparkov,train,unambiguous,gap_binxrun_bin,3.0,log_amount,3.545804541582017,3.520432747012379,3.5762332896823517,3.6579494915245903,183064,666,True,1
sparkov,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.0,0.0,0.0,0.0,404,273,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.09653465346534654,0.06761600378787878,0.12557767493816324,0.07979242979242979,404,273,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,3.0,log_amount,3.576842209882865,3.450439353515622,3.699009730252825,3.532045706071876,404,273,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.0009552047616681298,0.0008184749927731733,0.0011079615236669067,0.0009135436068346971,181113,662,True,1
sparkov,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.04106828333692225,0.03990662764605694,0.04225712274998577,0.0404075650283997,181113,662,True,1
sparkov,train,unambiguous,gap_binxrun_bin,4.0,log_amount,3.6014113601541164,3.577648982170559,3.6304068337462683,3.7029153642920765,181113,662,True,1
sparkov,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.0,0.0,0.0,0.0,368,264,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.029891304347826088,0.012514880952380953,0.04845556908094948,0.030303030303030304,368,264,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,4.0,log_amount,3.490982386999741,3.349344432299935,3.6124944255860427,3.5122234594016417,368,264,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.001701213233648207,0.0015153518374070643,0.001878501423601025,0.0015692328150442893,178696,684,True,1
sparkov,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.0840589604691767,0.08267677398046488,0.08533159681883126,0.086049529527519,178696,684,True,1
sparkov,train,unambiguous,gap_binxrun_bin,5.0,log_amount,3.5315829898339977,3.505842799797937,3.5575582571885334,3.6934727629682755,178696,684,True,1
sparkov,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.002857142857142857,0.0,0.009604454685099843,0.003663003663003663,350,273,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.10571428571428572,0.07432912717654838,0.1380301838208998,0.10744810744810744,350,273,False,2-3
sparkov,train,unambiguous,gap_binxrun_bin,5.0,log_amount,3.4352703786769183,3.307695469940076,3.581546078999332,3.4393076967663996,350,273,False,2-3
sparkov,validation,unambiguous,gap_bin,1.0,repeat,0.002926115581565472,0.0022722692931180215,0.0035750251208799457,0.002740297193896732,34175,147,True,
sparkov,validation,unambiguous,gap_bin,1.0,secondary_repeat,0.14124359912216533,0.13661486834204262,0.14563011542987145,0.15707473790186696,34175,147,True,
sparkov,validation,unambiguous,gap_bin,1.0,log_amount,3.54390985910925,3.4635298747975884,3.6298946394180325,3.7854474048453315,34175,147,True,
sparkov,validation,unambiguous,gap_bin,2.0,repeat,0.002742857142857143,0.002278107285705057,0.003217913450242925,0.0024291391078642933,35000,144,True,
sparkov,validation,unambiguous,gap_bin,2.0,secondary_repeat,0.1284857142857143,0.12500099702050027,0.13194397089096913,0.13795717971311813,35000,144,True,
sparkov,validation,unambiguous,gap_bin,2.0,log_amount,3.5598918240529414,3.4901820657559,3.6341974643866486,3.646621369909143,35000,144,True,
sparkov,validation,unambiguous,gap_bin,3.0,repeat,0.00187138482477033,0.0014033469931396174,0.00242423924794362,0.0021388204851147934,35268,139,True,
sparkov,validation,unambiguous,gap_bin,3.0,secondary_repeat,0.10119655211523194,0.09800804054160973,0.10521728258333377,0.09609665115703585,35268,139,True,
sparkov,validation,unambiguous,gap_bin,3.0,log_amount,3.6047576583249703,3.5413301632952208,3.675625713537976,3.6020605746994576,35268,139,True,
sparkov,validation,unambiguous,gap_bin,4.0,repeat,0.0008187233562011237,0.0005451323418270737,0.001109519747852017,0.0007101416539053654,35421,142,True,
sparkov,validation,unambiguous,gap_bin,4.0,secondary_repeat,0.040089212613986056,0.038154442670651816,0.04222191785236629,0.04528863597357507,35421,142,True,
sparkov,validation,unambiguous,gap_bin,4.0,log_amount,3.649594500175298,3.5897020743245918,3.711496225072361,3.6960856105474234,35421,142,True,
sparkov,validation,unambiguous,gap_bin,5.0,repeat,0.0018694049499736703,0.001506760525734886,0.0022730960995022724,0.0017677624687447019,37980,144,True,
sparkov,validation,unambiguous,gap_bin,5.0,secondary_repeat,0.08501843075302791,0.08226149608476417,0.08788434153565733,0.07939814557874915,37980,144,True,
sparkov,validation,unambiguous,gap_bin,5.0,log_amount,3.5461693977260773,3.48779353498339,3.6039069851194063,3.6801660709191015,37980,144,True,
sparkov,validation,unambiguous,run_bin,,repeat,0.002034009082611194,0.0018237192883475905,0.002268531510663793,0.001813566397420462,177482,147,True,1
sparkov,validation,unambiguous,run_bin,,secondary_repeat,0.0986184514485976,0.09647404934806941,0.10072419290589672,0.10536899927432207,177482,147,True,1
sparkov,validation,unambiguous,run_bin,,log_amount,3.5806463466889387,3.5174693190951363,3.643420830388651,3.738912739943016,177482,147,True,1
sparkov,validation,unambiguous,run_bin,,repeat,0.0027624309392265192,0.0,0.00832236842105263,0.000983284169124877,362,113,False,2-3
sparkov,validation,unambiguous,run_bin,,secondary_repeat,0.10773480662983426,0.07391154518558365,0.14285812672176307,0.10081779086203864,362,113,False,2-3
sparkov,validation,unambiguous,run_bin,,log_amount,3.58412150280687,3.427015896519915,3.7204457254961127,3.55920462426311,362,113,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.0029315196998123826,0.002276317352017187,0.0035823301642892696,0.0027534170229092615,34112,147,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.14118198874296436,0.1365952257276525,0.14555087701427624,0.15696705491553775,34112,147,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,3.543883031122812,3.463377627135298,3.6299496129842104,3.7860915603063163,34112,147,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.0,0.0,0.0,0.0,63,43,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.1746031746031746,0.08462043447123418,0.2936359026369168,0.16279069767441862,63,43,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,3.558436149163122,3.1498194220135023,3.889471725790324,3.461971371817005,63,43,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,repeat,0.002720348204570185,0.0022549654580812845,0.0032021768008226995,0.0024288731743531055,34922,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.12848634098848863,0.12500064265051877,0.13197987623450513,0.13795995414106813,34922,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,log_amount,3.55996913341184,3.49040025294276,3.6340070776835987,3.6461844457829438,34922,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,repeat,0.01282051282051282,0.0,0.03896103896103896,0.005319148936170213,78,47,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.1282051282051282,0.05995774141341485,0.20382326007326002,0.12943262411347517,78,47,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,2.0,log_amount,3.5252790364703412,3.242567167290931,3.8350103398795885,3.5311403471246097,78,47,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,repeat,0.0018759059773185913,0.0014064732823814647,0.002430288931013021,0.002142253021552893,35183,139,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.1013273455930421,0.09814754244839913,0.10539082277307714,0.0961958849276832,35183,139,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,3.604731503852538,3.541551262972096,3.6758896958878355,3.602045624345556,35183,139,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,repeat,0.0,0.0,0.0,0.0,85,51,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.047058823529411764,0.009085648148148148,0.09773809523809512,0.05294117647058824,85,51,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,3.615583456014375,3.3241709697586552,3.8930521185547464,3.595518469693104,85,51,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,repeat,0.000820251732428228,0.0005462372448646561,0.0011116869132083054,0.0007119623469968566,35355,142,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.04007919671899307,0.038183830444548206,0.0421881840911903,0.045281137510339325,35355,142,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,log_amount,3.6496340920209414,3.589777532248253,3.7113007573633103,3.6961942907755687,35355,142,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,repeat,0.0,0.0,0.0,0.0,66,49,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.045454545454545456,0.0,0.11856892010535554,0.023809523809523808,66,49,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,4.0,log_amount,3.628385868315965,3.3498496991102753,3.9144483608630365,3.5985936677840904,66,49,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.0018728567660247955,0.001509157763494906,0.0022773081149129243,0.001772316954711274,37910,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.08488525455025059,0.08207749874258767,0.0877500729758053,0.0792721731674127,37910,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,3.5460831718526085,3.487643440926424,3.6040888984268484,3.6801605319452326,37910,144,True,1
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.0,0.0,0.0,0.0,70,53,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.15714285714285714,0.08051351351351352,0.2338802083333333,0.1289308176100629,70,53,False,2-3
sparkov,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,3.5928668672006885,3.2983497326775044,3.8628570761003713,3.578726980638317,70,53,False,2-3
