model,metric,draws,nonempty,mean,minimum,maximum
"ARGN AUTO, cap relaxed",fraud_gap_seconds_wasserstein_log1p,4,4,0.3059843932572615,0.1600976900891626,0.5338348779512629
"ARGN AUTO, cap relaxed",fraud_amount_history_ratio_wasserstein_log1p,4,4,0.8663167428373957,0.7913281024086178,0.9570742112742144
ARGN AUTO + category first,generated_fraud_rate,4,4,0.006460788983879025,0.005536475145255,0.0071834547814709
ARGN AUTO + category first,merchant_category_tv,4,4,0.16468883758570185,0.1534108630896503,0.1759451610769166
ARGN AUTO + category first,class_1_category_amount_tv,4,4,0.3583918597460571,0.3229599547802207,0.4129778057170796
ARGN AUTO + category first,class_1_history_amount_tv,4,4,0.39042302202103324,0.3394817391458868,0.4329107513925996
ARGN AUTO + category first,class_1_merchant_tv,4,4,0.44465865341018523,0.416193595650858,0.4638798807012059
ARGN AUTO + category first,class_1_gap_category_amount_history_tv,4,4,0.6436161391929427,0.5881276245787938,0.690931950337891
ARGN AUTO + category first,previous_fraud_fraud_rate,4,4,0.8388792492828567,0.7707547169811321,0.8893360160965795
ARGN AUTO + category first,previous_normal_fraud_rate,4,4,0.0008057665557159748,0.0005693765326966,0.0010477645084107
ARGN AUTO + category first,positive_gap_le_5s_fraud_rate,4,4,0.01305262992340635,0.0,0.0188679245283018
ARGN AUTO + category first,positive_gap_le_300s_fraud_rate,4,4,0.022870766239286175,0.0135402906208718,0.0313275434243176
ARGN AUTO + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6095496404879432,0.3767313019390582,0.756
ARGN AUTO + category first,fraud_amount_generated_mean,4,4,3422.0587471720096,3093.765410447761,3588.4500719942407
ARGN AUTO + category first,fraud_amount_ks_distance,4,4,0.40227979467469893,0.3694029850746269,0.4159402763894617
ARGN AUTO + category first,fraud_amount_wasserstein_log1p,4,4,1.1098654779114747,0.963727099757084,1.254487498939631
ARGN AUTO + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.27152655608813187,0.1715304259519396,0.4339355962867945
ARGN AUTO + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.8250462410081382,0.7025419592964317,0.9264378424922828
ARGN AUTO + fraud first,generated_fraud_rate,4,4,0.0033371011756319,0.002422207876049,0.0038692971272949
ARGN AUTO + fraud first,merchant_category_tv,4,4,0.5323803653274899,0.4113583837671538,0.6540971465078589
ARGN AUTO + fraud first,class_1_category_amount_tv,4,4,0.4433349807657594,0.4011620563344701,0.4809775762156714
ARGN AUTO + fraud first,class_1_history_amount_tv,4,4,0.4625441483389522,0.4378130511463844,0.5054476763444615
ARGN AUTO + fraud first,class_1_merchant_tv,4,4,0.5053127040030321,0.48103772318432,0.541473634073462
ARGN AUTO + fraud first,class_1_gap_category_amount_history_tv,4,4,0.740174368769756,0.7193077601410935,0.7879882541473066
ARGN AUTO + fraud first,previous_fraud_fraud_rate,4,4,0.7804395256350702,0.673202614379085,0.8670143415906127
ARGN AUTO + fraud first,previous_normal_fraud_rate,4,4,0.000594601571900825,0.0004435075969363,0.0007580241529339
ARGN AUTO + fraud first,positive_gap_le_5s_fraud_rate,4,4,0.0,0.0,0.0
ARGN AUTO + fraud first,positive_gap_le_300s_fraud_rate,4,4,0.013247456872267227,0.0047169811320754,0.0166865315852205
ARGN AUTO + fraud first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6202961699594789,0.3130193905817174,0.8181818181818182
ARGN AUTO + fraud first,fraud_amount_generated_mean,4,4,3408.692565253812,2585.3481236673774,4126.430769230769
ARGN AUTO + fraud first,fraud_amount_ks_distance,4,4,0.3890065576758054,0.3100354621804962,0.4469727480198684
ARGN AUTO + fraud first,fraud_amount_wasserstein_log1p,4,4,1.2418205918264915,1.0710421652670177,1.4949610474669166
ARGN AUTO + fraud first,fraud_gap_seconds_wasserstein_log1p,4,4,0.2906986393291209,0.1784129553453452,0.5636342762137372
ARGN AUTO + fraud first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.9052073110698282,0.8609327221820933,0.971390880025889
"ARGN gap DIGIT, cap relaxed",generated_fraud_rate,4,4,0.008466166579759876,0.0074400828266807,0.0096791066377546
"ARGN gap DIGIT, cap relaxed",merchant_category_tv,4,4,0.7558644876345602,0.6577832935496364,0.8540925633277912
"ARGN gap DIGIT, cap relaxed",class_1_category_amount_tv,4,4,0.5140218387790887,0.4328610610661892,0.5936496671060191
"ARGN gap DIGIT, cap relaxed",class_1_history_amount_tv,4,4,0.364953626175174,0.3416157244540082,0.4016845599528353
"ARGN gap DIGIT, cap relaxed",class_1_merchant_tv,4,4,0.45083989353650833,0.4272387855157312,0.470263769452658
"ARGN gap DIGIT, cap relaxed",class_1_gap_category_amount_history_tv,4,4,0.6720565946248984,0.6349085457996348,0.7109455090292564
"ARGN gap DIGIT, cap relaxed",previous_fraud_fraud_rate,4,4,0.891565839779755,0.836076817558299,0.933579335793358
"ARGN gap DIGIT, cap relaxed",previous_normal_fraud_rate,4,4,0.0006999772646087,0.0004515715202052,0.000986183056337
"ARGN gap DIGIT, cap relaxed",positive_gap_le_5s_fraud_rate,4,4,0.05346054654565288,0.0256410256410256,0.1063829787234042
"ARGN gap DIGIT, cap relaxed",positive_gap_le_300s_fraud_rate,4,4,0.02767066681181605,0.0150375939849624,0.0365562008882815
"ARGN gap DIGIT, cap relaxed",short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6554107242627168,0.5679012345679012,0.7205479452054795
"ARGN gap DIGIT, cap relaxed",fraud_amount_generated_mean,4,4,2573.2163507633577,1985.310443081118,3140.2409233997896
"ARGN gap DIGIT, cap relaxed",fraud_amount_ks_distance,4,4,0.3268126173787013,0.2836833203265548,0.3642900439321771
"ARGN gap DIGIT, cap relaxed",fraud_amount_wasserstein_log1p,4,4,1.2540784430658594,1.109503520477946,1.45471810843951
"ARGN gap DIGIT, cap relaxed",fraud_gap_seconds_wasserstein_log1p,4,4,0.27226507424851176,0.1505310703967221,0.4244067049634832
"ARGN gap DIGIT, cap relaxed",fraud_amount_history_ratio_wasserstein_log1p,4,4,0.8126400114504021,0.7512272737438569,0.8952437220759158
ARGN gap DIGIT + category first,generated_fraud_rate,4,4,0.0101201890557446,0.0089435192527976,0.0119114414697298
ARGN gap DIGIT + category first,merchant_category_tv,4,4,0.2745234696978885,0.2082836202373587,0.3417339647877375
ARGN gap DIGIT + category first,class_1_category_amount_tv,4,4,0.43883917888414836,0.3685618794274411,0.4946496404829737
ARGN gap DIGIT + category first,class_1_history_amount_tv,4,4,0.3540528295009905,0.3490718816685668,0.3576007326007326
ARGN gap DIGIT + category first,class_1_merchant_tv,4,4,0.4271932306887256,0.3901715183849427,0.4592628983432291
ARGN gap DIGIT + category first,class_1_gap_category_amount_history_tv,4,4,0.6472644279238544,0.6213793641049626,0.6650047483380817
ARGN gap DIGIT + category first,previous_fraud_fraud_rate,4,4,0.9092075020476786,0.883733055265902,0.933728448275862
ARGN gap DIGIT + category first,previous_normal_fraud_rate,4,4,0.000703022230832425,0.0003950419667959,0.0010270312540729
ARGN gap DIGIT + category first,positive_gap_le_5s_fraud_rate,4,4,0.0398876586376586,0.0192307692307692,0.0925925925925925
ARGN gap DIGIT + category first,positive_gap_le_300s_fraud_rate,4,4,0.03302397548392773,0.0260621206711888,0.0401554404145077
ARGN gap DIGIT + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.5462994218967347,0.2493150684931507,0.7066666666666667
ARGN gap DIGIT + category first,fraud_amount_generated_mean,4,4,2896.9442626737195,2591.191427094105,3132.5687192118226
ARGN gap DIGIT + category first,fraud_amount_ks_distance,4,4,0.3374005712940492,0.3026434286064924,0.3534482758620689
ARGN gap DIGIT + category first,fraud_amount_wasserstein_log1p,4,4,1.0802730813397128,0.907294406224488,1.207187693648969
ARGN gap DIGIT + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.2599171704195563,0.174246375367529,0.3664815158317391
ARGN gap DIGIT + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,0.7486308685016418,0.6712343383855204,0.7932354795767722
"ARGN gap+amount DIGIT, cap relaxed",generated_fraud_rate,4,4,0.014231290239378525,0.0048728837680598,0.0282511891756844
"ARGN gap+amount DIGIT, cap relaxed",merchant_category_tv,4,4,0.6977383821715805,0.630406289963754,0.7648113754135696
"ARGN gap+amount DIGIT, cap relaxed",class_1_category_amount_tv,4,4,0.48079739656839593,0.4397189225280279,0.5246804171535354
"ARGN gap+amount DIGIT, cap relaxed",class_1_history_amount_tv,4,4,0.5325653314696179,0.4752626903164537,0.5866029167247644
"ARGN gap+amount DIGIT, cap relaxed",class_1_merchant_tv,4,4,0.5364627332318834,0.4963350785340313,0.589057170266327
"ARGN gap+amount DIGIT, cap relaxed",class_1_gap_category_amount_history_tv,4,4,0.7874277942075627,0.7412571498593004,0.826748447666904
"ARGN gap+amount DIGIT, cap relaxed",previous_fraud_fraud_rate,4,4,0.9161327896186839,0.8483412322274881,0.976550286607608
"ARGN gap+amount DIGIT, cap relaxed",previous_normal_fraud_rate,4,4,0.00050889841242165,0.0003725687338277,0.0006180919139034
"ARGN gap+amount DIGIT, cap relaxed",positive_gap_le_5s_fraud_rate,4,4,0.12448982100708103,0.0,0.34375
"ARGN gap+amount DIGIT, cap relaxed",positive_gap_le_300s_fraud_rate,4,4,0.056577206478611475,0.0095529231944975,0.1210862619808306
"ARGN gap+amount DIGIT, cap relaxed",short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6525699839278085,0.5130434782608696,0.7878787878787878
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_generated_mean,4,4,460.98472398239744,371.4418574766355,538.8810780460416
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_ks_distance,4,4,0.17801984366237017,0.0778131942256765,0.2864412585017371
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_wasserstein_log1p,4,4,0.3755088471499284,0.1795506036577171,0.6085029767300763
"ARGN gap+amount DIGIT, cap relaxed",fraud_gap_seconds_wasserstein_log1p,4,4,0.3690740413424658,0.2076990654786012,0.5257859042074179
"ARGN gap+amount DIGIT, cap relaxed",fraud_amount_history_ratio_wasserstein_log1p,4,4,1.107990457812548,1.035499485584032,1.1569408020166976
ARGN gap+amount DIGIT + category first,generated_fraud_rate,4,4,0.022814756942792575,0.0099370433233421,0.0416542156339249
ARGN gap+amount DIGIT + category first,merchant_category_tv,4,4,0.2259339321376323,0.1708073058235628,0.2791771559352513
ARGN gap+amount DIGIT + category first,class_1_category_amount_tv,4,4,0.40315962099926717,0.3857964992716765,0.4229395646685753
ARGN gap+amount DIGIT + category first,class_1_history_amount_tv,4,4,0.5811571319386714,0.532520110658099,0.6275094750272053
ARGN gap+amount DIGIT + category first,class_1_merchant_tv,4,4,0.49612802214847107,0.4468147472842352,0.5472068425249096
ARGN gap+amount DIGIT + category first,class_1_gap_category_amount_history_tv,4,4,0.8201546688301564,0.7747947151521548,0.8658878552495574
ARGN gap+amount DIGIT + category first,previous_fraud_fraud_rate,4,4,0.9616849389025419,0.9339853300733496,0.9826895902025437
ARGN gap+amount DIGIT + category first,previous_normal_fraud_rate,4,4,0.0004900433574704999,0.0003850023613478,0.0005626771154101
ARGN gap+amount DIGIT + category first,positive_gap_le_5s_fraud_rate,4,4,0.20589566299164327,0.0857142857142857,0.3461538461538461
ARGN gap+amount DIGIT + category first,positive_gap_le_300s_fraud_rate,4,4,0.10134210830276291,0.0448065173116089,0.1860123420511313
ARGN gap+amount DIGIT + category first,short_sequence_le_100_RETROSPECTIVE_fraud_rate,4,4,0.6982514434354059,0.5225409836065574,0.8686868686868687
ARGN gap+amount DIGIT + category first,fraud_amount_generated_mean,4,4,601.2015767043133,545.9130587522714,650.4656166134185
ARGN gap+amount DIGIT + category first,fraud_amount_ks_distance,4,4,0.13208583516232633,0.1112557755562404,0.1556490418123324
ARGN gap+amount DIGIT + category first,fraud_amount_wasserstein_log1p,4,4,0.2985750988072687,0.2370774424856212,0.3979978232060576
ARGN gap+amount DIGIT + category first,fraud_gap_seconds_wasserstein_log1p,4,4,0.34647037927850444,0.1831352208187125,0.5450319462738198
ARGN gap+amount DIGIT + category first,fraud_amount_history_ratio_wasserstein_log1p,4,4,1.197873896399792,1.1583890798074503,1.2272894591582255
Row resampling,generated_fraud_rate,2,2,0.0058375451967140005,0.0056256143212664,0.0060494760721616
Row resampling,merchant_category_tv,2,2,0.041243022709194554,0.0405019020065902,0.0419841434117989
Row resampling,class_1_category_amount_tv,2,2,0.0771133086213932,0.0616836588461695,0.0925429583966169
Row resampling,class_1_history_amount_tv,2,2,0.21245120438578619,0.1995333785244934,0.225369030247079
Row resampling,class_1_merchant_tv,2,2,0.3852291802296737,0.3723287744417138,0.3981295860176336
Row resampling,class_1_gap_category_amount_history_tv,2,2,0.30082044614652315,0.2823689266796174,0.3192719656134289
Row resampling,previous_fraud_fraud_rate,2,2,0.0075044887843613,0.0065055762081784,0.0085034013605442
Row resampling,previous_normal_fraud_rate,2,2,0.00577208399859315,0.005572364440001,0.0059718035571853
Row resampling,positive_gap_le_5s_fraud_rate,2,2,0.0089285714285714,0.0,0.0178571428571428
Row resampling,positive_gap_le_300s_fraud_rate,2,2,0.02436810793446835,0.02368,0.0250562158689367
Row resampling,short_sequence_le_100_RETROSPECTIVE_fraud_rate,2,2,0.0046296296296296,0.0,0.0092592592592592
Row resampling,fraud_amount_generated_mean,2,2,532.9210472776472,524.6181319702603,541.223962585034
Row resampling,fraud_amount_ks_distance,2,2,0.033657764766117745,0.0324159676132271,0.0348995619190084
Row resampling,fraud_amount_wasserstein_log1p,2,2,0.059511433539166145,0.0554789588180564,0.0635439082602759
Row resampling,fraud_gap_seconds_wasserstein_log1p,2,2,0.11118017940049371,0.0985785593679149,0.1237817994330725
Row resampling,fraud_amount_history_ratio_wasserstein_log1p,2,2,0.2626515051637074,0.2340019068889944,0.2913011034384204
First-order resampling,generated_fraud_rate,2,2,0.00525796224416565,0.0050934141579115,0.0054225103304198
First-order resampling,merchant_category_tv,2,2,0.04126186700757925,0.0407321189392697,0.0417916150758888
First-order resampling,class_1_category_amount_tv,2,2,0.0825338575349687,0.0734931899533107,0.0915745251166267
First-order resampling,class_1_history_amount_tv,2,2,0.20124532654857785,0.1960985739691376,0.2063920791280181
First-order resampling,class_1_merchant_tv,2,2,0.39267292753841276,0.3761599651948643,0.4091858898819613
First-order resampling,class_1_gap_category_amount_history_tv,2,2,0.3411708235606862,0.3396431976031595,0.3426984495182129
First-order resampling,previous_fraud_fraud_rate,2,2,0.8983590902890106,0.8969072164948454,0.8998109640831758
First-order resampling,previous_normal_fraud_rate,2,2,0.00048156531427435,0.0004633676295586,0.0004997629989901
First-order resampling,positive_gap_le_5s_fraud_rate,2,2,0.02325870646766165,0.0166666666666666,0.0298507462686567
First-order resampling,positive_gap_le_300s_fraud_rate,2,2,0.026040140764231848,0.0221066319895968,0.0299736495388669
First-order resampling,short_sequence_le_100_RETROSPECTIVE_fraud_rate,2,2,0.04437869822485205,0.0,0.0887573964497041
First-order resampling,fraud_amount_generated_mean,2,2,531.3825124489643,508.3712949640288,554.3937299338999
First-order resampling,fraud_amount_ks_distance,2,2,0.04454635718919925,0.0309992843421597,0.0580934300362388
First-order resampling,fraud_amount_wasserstein_log1p,2,2,0.074955236670848,0.0582654220997639,0.0916450512419321
First-order resampling,fraud_gap_seconds_wasserstein_log1p,2,2,0.12541145537441264,0.0898692041965543,0.160953706552271
First-order resampling,fraud_amount_history_ratio_wasserstein_log1p,2,2,0.2187223342069089,0.2051473323688941,0.2322973360449237
