run,position_band,real_events,generated_events,real_customers,generated_customers,merchant_category_tv,real_pair_absent_from_fit,generated_pair_absent_from_fit,real_frauds,real_fraud_rate,generated_frauds,generated_fraud_rate
relaxed_20260928/generated_validation_20261012,0,143,143,143,143,0.8601398601398601,0.0,0.6153846153846154,11,0.07692307692307693,59,0.4125874125874126
relaxed_20260928/generated_validation_20261012,1,4204,4187,143,143,0.6535793245233479,0.0,0.6274181991879627,135,0.032112274024738346,493,0.11774540243611177
relaxed_20260928/generated_validation_20261012,2,8976,8812,132,131,0.6640221505595594,0.0,0.6536541080344984,81,0.009024064171122994,60,0.006808896958692692
relaxed_20260928/generated_validation_20261012,3,52770,51291,132,129,0.6541542500549402,0.0,0.6523366672515646,458,0.00867917377297707,91,0.0017741904037745413
relaxed_20260928/generated_validation_20261012,4,108786,118425,128,127,0.651659502156956,0.0,0.6496601224403631,430,0.003952714503704521,151,0.0012750686088241502
relaxed_20260929/generated_validation_20261011,0,143,143,143,143,0.8181818181818183,0.0,0.3356643356643357,11,0.07692307692307693,36,0.2517482517482518
relaxed_20260929/generated_validation_20261011,1,4204,4283,143,143,0.4964328026208543,0.0,0.3831426570161102,135,0.032112274024738346,707,0.1650712117674527
relaxed_20260929/generated_validation_20261011,2,8976,9060,132,134,0.4485199678908288,0.0,0.3920529801324503,81,0.009024064171122994,213,0.023509933774834436
relaxed_20260929/generated_validation_20261011,3,52770,52640,132,132,0.415283812501692,0.0,0.3970744680851064,458,0.00867917377297707,85,0.001614741641337386
relaxed_20260929/generated_validation_20261011,4,108786,143268,128,129,0.41464296710898385,0.0,0.39765334896836696,430,0.003952714503704521,159,0.0011098081916408409
relaxed_20260929/generated_validation_20261012,0,143,143,143,143,0.8881118881118881,0.0,0.46853146853146854,11,0.07692307692307693,41,0.2867132867132867
relaxed_20260929/generated_validation_20261012,1,4204,4178,143,143,0.4850787209883314,0.0,0.38678793681187174,135,0.032112274024738346,686,0.16419339396840593
relaxed_20260929/generated_validation_20261012,2,8976,8729,132,130,0.44639906337981716,0.0,0.3979837323862985,81,0.009024064171122994,78,0.008935731469813267
relaxed_20260929/generated_validation_20261012,3,52770,50784,132,128,0.4161620693719186,0.0,0.3982356647763075,458,0.00867917377297707,73,0.0014374606175173283
relaxed_20260929/generated_validation_20261012,4,108786,126994,128,124,0.4109590622660951,0.0,0.39363277005212843,430,0.003952714503704521,165,0.0012992739814479423
row_resampling/generated_validation_20261011,0,143,143,143,143,0.7622377622377622,0.0,0.0,11,0.07692307692307693,13,0.09090909090909091
row_resampling/generated_validation_20261011,1,4204,4240,143,143,0.22636325691614456,0.0,0.0,135,0.032112274024738346,25,0.00589622641509434
row_resampling/generated_validation_20261011,2,8976,9112,132,134,0.15486737435815573,0.0,0.0,81,0.009024064171122994,65,0.0071334503950834065
row_resampling/generated_validation_20261011,3,52770,53575,132,134,0.06948625255568522,0.0,0.0,458,0.00867917377297707,294,0.005487634157722818
row_resampling/generated_validation_20261011,4,108786,120224,128,131,0.05130914742489572,0.0,0.0,430,0.003952714503704521,737,0.006130223582645728
row_resampling/generated_validation_20261012,0,143,143,143,143,0.7622377622377622,0.0,0.0,11,0.07692307692307693,10,0.06993006993006994
row_resampling/generated_validation_20261012,1,4204,4211,143,143,0.2167060083000415,0.0,0.0,135,0.032112274024738346,22,0.005224412253621468
row_resampling/generated_validation_20261012,2,8976,9044,132,133,0.1586452762923351,0.0,0.0,81,0.009024064171122994,44,0.004865103936311367
row_resampling/generated_validation_20261012,3,52770,53177,132,133,0.06878047932350766,0.0,0.0,458,0.00867917377297707,294,0.005528706019519717
row_resampling/generated_validation_20261012,4,108786,121640,128,129,0.04951517317549487,0.0,0.0,430,0.003952714503704521,691,0.005680697139098981
transition_resampling/generated_validation_20261011,0,143,143,143,143,0.7902097902097902,0.0,0.0,11,0.07692307692307693,14,0.0979020979020979
transition_resampling/generated_validation_20261011,1,4204,4058,143,143,0.22897787035651931,0.0,0.0,135,0.032112274024738346,140,0.03449975357318876
transition_resampling/generated_validation_20261011,2,8976,8568,132,126,0.1601413292589763,0.0,0.0,81,0.009024064171122994,29,0.00338468720821662
transition_resampling/generated_validation_20261011,3,52770,50360,132,126,0.06789797934688323,0.0,0.0,458,0.00867917377297707,200,0.003971405877680699
transition_resampling/generated_validation_20261011,4,108786,123844,128,121,0.050206360821323674,0.0,0.0,430,0.003952714503704521,552,0.004457220374018927
transition_resampling/generated_validation_20261012,0,143,143,143,143,0.7902097902097902,0.0,0.0,11,0.07692307692307693,10,0.06993006993006994
transition_resampling/generated_validation_20261012,1,4204,4191,143,143,0.2263768743724092,0.0,0.0,135,0.032112274024738346,60,0.014316392269148175
transition_resampling/generated_validation_20261012,2,8976,8976,132,132,0.15496880570409982,0.0,0.0,81,0.009024064171122994,46,0.005124777183600713
transition_resampling/generated_validation_20261012,3,52770,52778,132,132,0.06785427927188956,0.0,0.0,458,0.00867917377297707,237,0.00449050740838986
transition_resampling/generated_validation_20261012,4,108786,124601,128,128,0.05223829775067991,0.0,0.0,430,0.003952714503704521,667,0.005353087053875972
