dataset,seed,case,threshold,amount_threshold,events,expected_exceedance,observed_query_amount_exceedance,difference,brier
berka,20261022,RG,fit_q999,62500.0,32314,0.011189266656567705,0.022219471436529057,-0.011030204779961352,
berka,20261022,RG,fit_max,87400.0,32314,0.006807689318472896,0.013337872129727053,-0.0065301828112541566,
berka,20261022,RG,ten_fit_max,874000.0,32314,0.0007675193952438009,0.0014235315962121682,-0.0006560122009683673,
berka,20261022,GG,fit_q99,45493.95999999996,32314,0.038014756666633696,0.03704276784056446,0.0009719888260692339,0.029162295254519386
berka,20261022,GG,fit_q999,62500.0,32314,0.022923609293381737,0.022219471436529057,0.0007041378568526796,0.018994777049751672
berka,20261022,GG,fit_max,87400.0,32314,0.013911453925199472,0.013337872129727053,0.0005735817954724189,0.011868432270353736
berka,20261022,GG,ten_fit_max,874000.0,32314,0.0013614333132407016,0.0014235315962121682,-6.209828297146659e-05,0.0013431085225492092
berka,20261022,AG,fit_q99,45493.95999999996,32314,0.07694984954052346,0.03704276784056446,0.039907081699959,
berka,20261022,AG,fit_q999,62500.0,32314,0.05185619388209386,0.022219471436529057,0.0296367224455648,
berka,20261022,AG,fit_max,87400.0,32314,0.036513949691342765,0.013337872129727053,0.023176077561615712,
berka,20261022,AG,ten_fit_max,874000.0,32314,0.010498492112239443,0.0014235315962121682,0.009074960516027275,
berka,20261022,OG,fit_q99,45493.95999999996,32314,0.06429467796200541,0.03704276784056446,0.027251910121440952,
berka,20261022,OG,fit_q999,62500.0,32314,0.04005887799533941,0.022219471436529057,0.01783940655881035,
berka,20261022,OG,fit_max,87400.0,32314,0.025761160274976953,0.013337872129727053,0.0124232881452499,
berka,20261022,OG,ten_fit_max,874000.0,32314,0.0053456421923025075,0.0014235315962121682,0.00392211059609034,
sparkov,0,validation,fit_q99,540.6987999999989,177997,0.01095853580997894,0.011208054068326994,-0.0002495182583480537,0.009101017113227593
sparkov,0,validation,fit_q999,1497.577679999998,177997,0.001362738143056594,0.0009213638432108406,0.0004413742998457534,0.000943859226982568
sparkov,0,validation,fit_max,27390.12,177997,6.589254174394787e-07,0.0,6.589254174394787e-07,4.877528082393382e-11
sparkov,0,validation,ten_fit_max,273901.2,177997,8.501050980284502e-10,0.0,8.501050980284502e-10,8.987658348041461e-16
sparkov,20261021,RR,fit_q99,540.6987999999989,165024,0.010491724194407687,0.010562100058173356,-7.037586376566936e-05,0.008159040727854203
sparkov,20261021,RR,fit_q999,1497.577679999998,165024,0.0011865268303786242,0.0007998836532867946,0.0003866431770918296,0.0008247129706059477
sparkov,20261021,RR,fit_max,27390.12,165024,6.149395859831652e-07,0.0,6.149395859831652e-07,1.1692149230292094e-10
sparkov,20261021,RR,ten_fit_max,273901.2,165024,1.6527728532596652e-09,0.0,1.6527728532596652e-09,2.2927728086511897e-14
sparkov,20261021,GR,fit_q99,540.6987999999989,165024,0.007832147452343249,0.010562100058173356,-0.0027299526058301073,
sparkov,20261021,GR,fit_q999,1497.577679999998,165024,0.0009883004997256163,0.0007998836532867946,0.00018841684643882166,
sparkov,20261021,GR,fit_max,27390.12,165024,4.5564129973883955e-07,0.0,4.5564129973883955e-07,
sparkov,20261021,GR,ten_fit_max,273901.2,165024,5.733191788642207e-10,0.0,5.733191788642207e-10,
sparkov,20261021,RG,fit_q99,540.6987999999989,165024,0.00953817827252898,0.007471640488656195,0.0020665377838727846,
sparkov,20261021,RG,fit_q999,1497.577679999998,165024,0.001135352898022569,0.0008726003490401396,0.0002627525489824293,
sparkov,20261021,RG,fit_max,27390.12,165024,6.120803634607535e-07,0.0,6.120803634607535e-07,
sparkov,20261021,RG,ten_fit_max,273901.2,165024,1.5048365619957915e-09,0.0,1.5048365619957915e-09,
sparkov,20261021,GG,fit_q99,540.6987999999989,165024,0.007709387405633202,0.007471640488656195,0.00023774691697700696,0.0070106391164108505
sparkov,20261021,GG,fit_q999,1497.577679999998,165024,0.0009819991340481316,0.0008726003490401396,0.00010939878500799201,0.0008659946297760434
sparkov,20261021,GG,fit_max,27390.12,165024,4.5186482940033765e-07,0.0,4.5186482940033765e-07,1.7256829359974135e-11
sparkov,20261021,GG,ten_fit_max,273901.2,165024,5.773143957763398e-10,0.0,5.773143957763398e-10,5.911783029353567e-16
sparkov,20261021,AG,fit_q99,540.6987999999989,165024,0.008237593576318957,0.007471640488656195,0.0007659530876627622,
sparkov,20261021,AG,fit_q999,1497.577679999998,165024,0.0010310296090296957,0.0008726003490401396,0.0001584292599895561,
sparkov,20261021,AG,fit_max,27390.12,165024,4.921000481012936e-07,0.0,4.921000481012936e-07,
sparkov,20261021,AG,ten_fit_max,273901.2,165024,6.760988888092286e-10,0.0,6.760988888092286e-10,
sparkov,20261021,OG,fit_q99,540.6987999999989,165024,0.008990178020979228,0.007471640488656195,0.0015185375323230332,
sparkov,20261021,OG,fit_q999,1497.577679999998,165024,0.001025024732335218,0.0008726003490401396,0.00015242438329507847,
sparkov,20261021,OG,fit_max,27390.12,165024,4.801202756754295e-07,0.0,4.801202756754295e-07,
sparkov,20261021,OG,ten_fit_max,273901.2,165024,1.0862665429314695e-09,0.0,1.0862665429314695e-09,
sparkov,20261022,RR,fit_q99,540.6987999999989,165024,0.010491724194407687,0.010562100058173356,-7.037586376566936e-05,0.008159040727854203
sparkov,20261022,RR,fit_q999,1497.577679999998,165024,0.0011865268303786242,0.0007998836532867946,0.0003866431770918296,0.0008247129706059477
sparkov,20261022,RR,fit_max,27390.12,165024,6.149395859831652e-07,0.0,6.149395859831652e-07,1.1692149230292094e-10
sparkov,20261022,RR,ten_fit_max,273901.2,165024,1.6527728532596652e-09,0.0,1.6527728532596652e-09,2.2927728086511897e-14
sparkov,20261022,GR,fit_q99,540.6987999999989,165024,0.007882416589831092,0.010562100058173356,-0.0026796834683422647,
sparkov,20261022,GR,fit_q999,1497.577679999998,165024,0.0010025040967049407,0.0007998836532867946,0.0002026204434181461,
sparkov,20261022,GR,fit_max,27390.12,165024,4.5293142567608513e-07,0.0,4.5293142567608513e-07,
sparkov,20261022,GR,ten_fit_max,273901.2,165024,5.493128913869043e-10,0.0,5.493128913869043e-10,
sparkov,20261022,RG,fit_q99,540.6987999999989,165024,0.009425546948523522,0.007744328097731239,0.001681218850792283,
sparkov,20261022,RG,fit_q999,1497.577679999998,165024,0.0011628866970333168,0.001060451813069614,0.00010243488396370279,
sparkov,20261022,RG,fit_max,27390.12,165024,6.159563429326323e-07,0.0,6.159563429326323e-07,
sparkov,20261022,RG,ten_fit_max,273901.2,165024,1.5759591458506386e-09,0.0,1.5759591458506386e-09,
sparkov,20261022,GG,fit_q99,540.6987999999989,165024,0.007691886669660375,0.007744328097731239,-5.244142807086377e-05,0.007253363635524628
sparkov,20261022,GG,fit_q999,1497.577679999998,165024,0.0009923252445320847,0.001060451813069614,-6.812656853752929e-05,0.001053469830378447
sparkov,20261022,GG,fit_max,27390.12,165024,4.503344721140511e-07,0.0,4.503344721140511e-07,1.3022268356052183e-11
sparkov,20261022,GG,ten_fit_max,273901.2,165024,4.40008890550452e-10,0.0,4.40008890550452e-10,1.0188632741389932e-16
sparkov,20261022,AG,fit_q99,540.6987999999989,165024,0.008109617504948655,0.007744328097731239,0.00036528940721741645,
sparkov,20261022,AG,fit_q999,1497.577679999998,165024,0.0010233350387234682,0.001060451813069614,-3.711677434614581e-05,
sparkov,20261022,AG,fit_max,27390.12,165024,4.80705037053251e-07,0.0,4.80705037053251e-07,
sparkov,20261022,AG,ten_fit_max,273901.2,165024,4.956799474585532e-10,0.0,4.956799474585532e-10,
sparkov,20261022,OG,fit_q99,540.6987999999989,165024,0.008882389537090791,0.007744328097731239,0.0011380614393595523,
sparkov,20261022,OG,fit_q999,1497.577679999998,165024,0.001043748579647854,0.001060451813069614,-1.6703233421760076e-05,
sparkov,20261022,OG,fit_max,27390.12,165024,4.7589385220599995e-07,0.0,4.7589385220599995e-07,
sparkov,20261022,OG,ten_fit_max,273901.2,165024,9.744296237583219e-10,0.0,9.744296237583219e-10,
