dataset,seed,case,threshold,component,mean_weight,mean_log_sigma,q99_log_sigma,tail_probability_contribution
berka,20261022,GR,fit_q999,1,0.3239682044129402,0.5815022008942582,3.502612209385019,0.010781750896658582
berka,20261022,GR,fit_q999,2,0.4108782697320446,0.539972910417399,1.425194724039629,0.0084746620648709
berka,20261022,GR,fit_max,0,0.2651535264096286,1.2761610626822364,7.069066636332462,0.0024615593925239494
berka,20261022,GR,fit_max,1,0.3239682044129402,0.5815022008942582,3.502612209385019,0.0071488544402647505
berka,20261022,GR,fit_max,2,0.4108782697320446,0.539972910417399,1.425194724039629,0.004002268977900435
berka,20261022,GR,ten_fit_max,0,0.2651535264096286,1.2761610626822364,7.069066636332462,0.0008124569813259742
berka,20261022,GR,ten_fit_max,1,0.3239682044129402,0.5815022008942582,3.502612209385019,0.0008850806771642015
berka,20261022,GR,ten_fit_max,2,0.4108782697320446,0.539972910417399,1.425194724039629,2.212816083299153e-05
berka,20261022,RG,fit_q99,0,0.19807171687438574,1.0009873254165274,6.2379865668033165,0.0009956740395209002
berka,20261022,RG,fit_q99,1,0.29754039883759775,0.5780268850995854,3.006034417711104,0.010024251789429782
berka,20261022,RG,fit_q99,2,0.5043878849826504,0.5577964926350526,1.339505450456853,0.007896389179420874
berka,20261022,RG,fit_q999,0,0.19807171687438574,1.0009873254165274,6.2379865668033165,0.0008162115309898747
berka,20261022,RG,fit_q999,1,0.29754039883759775,0.5780268850995854,3.006034417711104,0.0069154649814139185
berka,20261022,RG,fit_q999,2,0.5043878849826504,0.5577964926350526,1.339505450456853,0.0034575901441639112
berka,20261022,RG,fit_max,0,0.19807171687438574,1.0009873254165274,6.2379865668033165,0.0006619114938401058
berka,20261022,RG,fit_max,1,0.29754039883759775,0.5780268850995854,3.006034417711104,0.004678262446334907
berka,20261022,RG,fit_max,2,0.5043878849826504,0.5577964926350526,1.339505450456853,0.0014675153782978839
berka,20261022,RG,ten_fit_max,0,0.19807171687438574,1.0009873254165274,6.2379865668033165,0.00016086686024254938
berka,20261022,RG,ten_fit_max,1,0.29754039883759775,0.5780268850995854,3.006034417711104,0.0005978220383411028
berka,20261022,RG,ten_fit_max,2,0.5043878849826504,0.5577964926350526,1.339505450456853,8.830496660148838e-06
berka,20261022,GG,fit_q99,0,0.27229382127785184,1.2964724863699695,7.281522845573234,0.0001856413965038706
berka,20261022,GG,fit_q99,1,0.2821516894247955,0.638622612674954,3.664458130736409,0.018740454205524566
berka,20261022,GG,fit_q99,2,0.44555448950256843,0.5655600437022532,1.3951071566718078,0.019088661064605262
berka,20261022,GG,fit_q999,0,0.27229382127785184,1.2964724863699695,7.281522845573234,0.00016271320166958962
berka,20261022,GG,fit_q999,1,0.2821516894247955,0.638622612674954,3.664458130736409,0.012942153953959059
berka,20261022,GG,fit_q999,2,0.44555448950256843,0.5655600437022532,1.3951071566718078,0.00981874213775309
berka,20261022,GG,fit_max,0,0.27229382127785184,1.2964724863699695,7.281522845573234,0.00014158289817743888
berka,20261022,GG,fit_max,1,0.2821516894247955,0.638622612674954,3.664458130736409,0.008874005273295621
berka,20261022,GG,fit_max,2,0.44555448950256843,0.5655600437022532,1.3951071566718078,0.004895865753726409
berka,20261022,GG,ten_fit_max,0,0.27229382127785184,1.2964724863699695,7.281522845573234,5.419118931843563e-05
berka,20261022,GG,ten_fit_max,1,0.2821516894247955,0.638622612674954,3.664458130736409,0.0012705508267931282
berka,20261022,GG,ten_fit_max,2,0.44555448950256843,0.5655600437022532,1.3951071566718078,3.669129712913772e-05
berka,20261022,AG,fit_q99,0,0.21563481434963755,2.0749474198072573,7.387653271383293,0.007894558501360978
berka,20261022,AG,fit_q99,1,0.3434489044948746,1.758657232284383,6.9691689253220765,0.028110698533515326
berka,20261022,AG,fit_q99,2,0.440916281713286,0.6282196298353692,1.6554109307427052,0.040944592505647144
berka,20261022,AG,fit_q999,0,0.21563481434963755,2.0749474198072573,7.387653271383293,0.007139032608923398
berka,20261022,AG,fit_q999,1,0.3434489044948746,1.758657232284383,6.9691689253220765,0.02397728360668183
berka,20261022,AG,fit_q999,2,0.440916281713286,0.6282196298353692,1.6554109307427052,0.02073987766648863
berka,20261022,AG,fit_max,0,0.21563481434963755,2.0749474198072573,7.387653271383293,0.006415342856248694
berka,20261022,AG,fit_max,1,0.3434489044948746,1.758657232284383,6.9691689253220765,0.020399763184158034
berka,20261022,AG,fit_max,2,0.440916281713286,0.6282196298353692,1.6554109307427052,0.009698843650936036
berka,20261022,AG,ten_fit_max,0,0.21563481434963755,2.0749474198072573,7.387653271383293,0.0030115439857556626
berka,20261022,AG,ten_fit_max,1,0.3434489044948746,1.758657232284383,6.9691689253220765,0.007382203678304956
berka,20261022,AG,ten_fit_max,2,0.440916281713286,0.6282196298353692,1.6554109307427052,0.00010474444817882325
berka,20261022,OG,fit_q99,0,0.22642403446976053,2.109369436312096,7.387653271383293,0.0010333919818390565
berka,20261022,OG,fit_q99,1,0.2894885548797124,1.456734007294096,6.268051226297227,0.022597528566698624
berka,20261022,OG,fit_q99,2,0.48408741078570156,0.6519472607431205,1.6582792454942363,0.040663757413467734
berka,20261022,OG,fit_q999,0,0.22642403446976053,2.109369436312096,7.387653271383293,0.000911837208689009
berka,20261022,OG,fit_q999,1,0.2894885548797124,1.456734007294096,6.268051226297227,0.018871239517229597
berka,20261022,OG,fit_q999,2,0.48408741078570156,0.6519472607431205,1.6582792454942363,0.020275801269420794
berka,20261022,OG,fit_max,0,0.22642403446976053,2.109369436312096,7.387653271383293,0.0008040808917089407
berka,20261022,OG,fit_max,1,0.2894885548797124,1.456734007294096,6.268051226297227,0.015613887854412962
berka,20261022,OG,fit_max,2,0.48408741078570156,0.6519472607431205,1.6582792454942363,0.009343191528855047
berka,20261022,OG,ten_fit_max,0,0.22642403446976053,2.109369436312096,7.387653271383293,0.0003722233646019402
berka,20261022,OG,ten_fit_max,1,0.2894885548797124,1.456734007294096,6.268051226297227,0.00487156910860026
berka,20261022,OG,ten_fit_max,2,0.48408741078570156,0.6519472607431205,1.6582792454942363,0.00010184971910030791
sparkov,0,validation,fit_q99,0,0.39388154851298235,1.1675419024568985,2.648321483937184,0.00037239969673330124
sparkov,0,validation,fit_q99,1,0.306946815417004,0.32219876707674805,0.6419178786475411,0.0001405175980936022
sparkov,0,validation,fit_q99,2,0.29917163378140343,0.7529446221380355,1.3241352677254876,0.010445618515152038
sparkov,0,validation,fit_q999,0,0.39388154851298235,1.1675419024568985,2.648321483937184,2.037226705614786e-05
sparkov,0,validation,fit_q999,1,0.306946815417004,0.32219876707674805,0.6419178786475411,2.5721075837657182e-05
sparkov,0,validation,fit_q999,2,0.29917163378140343,0.7529446221380355,1.3241352677254876,0.0013166448001627885
sparkov,0,validation,fit_max,0,0.39388154851298235,1.1675419024568985,2.648321483937184,1.2095512921058576e-08
sparkov,0,validation,fit_max,1,0.306946815417004,0.32219876707674805,0.6419178786475411,6.658462118569559e-08
sparkov,0,validation,fit_max,2,0.29917163378140343,0.7529446221380355,1.3241352677254876,5.802452833327246e-07
sparkov,0,validation,ten_fit_max,0,0.39388154851298235,1.1675419024568985,2.648321483937184,4.56716163644704e-10
sparkov,0,validation,ten_fit_max,1,0.306946815417004,0.32219876707674805,0.6419178786475411,2.1204844244484894e-10
sparkov,0,validation,ten_fit_max,2,0.29917163378140343,0.7529446221380355,1.3241352677254876,1.8134049193889717e-10
sparkov,20261021,RR,fit_q99,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,0.0003390518665986357
sparkov,20261021,RR,fit_q99,1,0.34024125699138763,0.29997776702105017,0.60855847371945,0.00017115725088874575
sparkov,20261021,RR,fit_q99,2,0.2815890169661193,0.7021154554471367,1.318125184436804,0.009981515076920307
sparkov,20261021,RR,fit_q999,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,1.7853064142410635e-05
sparkov,20261021,RR,fit_q999,1,0.34024125699138763,0.29997776702105017,0.60855847371945,3.370168992119723e-05
sparkov,20261021,RR,fit_q999,2,0.2815890169661193,0.7021154554471367,1.318125184436804,0.0011349720763150167
sparkov,20261021,RR,fit_max,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,1.893006004651067e-08
sparkov,20261021,RR,fit_max,1,0.34024125699138763,0.29997776702105017,0.60855847371945,1.1222878823900635e-07
sparkov,20261021,RR,fit_max,2,0.2815890169661193,0.7021154554471367,1.318125184436804,4.837807376976482e-07
sparkov,20261021,RR,ten_fit_max,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,7.33417281817922e-10
sparkov,20261021,RR,ten_fit_max,1,0.34024125699138763,0.29997776702105017,0.60855847371945,7.375303916094424e-10
sparkov,20261021,RR,ten_fit_max,2,0.2815890169661193,0.7021154554471367,1.318125184436804,1.8182517983230078e-10
sparkov,20261021,GR,fit_q99,0,0.44400160626102714,1.1284064935869667,2.623662375381212,0.0003821576017701488
sparkov,20261021,GR,fit_q99,1,0.29892675759319515,0.3171387790017414,0.6164110180065018,2.0452759280023522e-05
sparkov,20261021,GR,fit_q99,2,0.2570716338078374,0.754692909190736,1.3044659426176874,0.0074295370912930755
sparkov,20261021,GR,fit_q999,0,0.44400160626102714,1.1284064935869667,2.623662375381212,1.95851410981057e-05
sparkov,20261021,GR,fit_q999,1,0.29892675759319515,0.3171387790017414,0.6164110180065018,2.4569827159549018e-06
sparkov,20261021,GR,fit_q999,2,0.2570716338078374,0.754692909190736,1.3044659426176874,0.0009662583759115558
sparkov,20261021,GR,fit_max,0,0.44400160626102714,1.1284064935869667,2.623662375381212,1.0714111664507493e-08
sparkov,20261021,GR,fit_max,1,0.29892675759319515,0.3171387790017414,0.6164110180065018,1.9770938877937646e-09
sparkov,20261021,GR,fit_max,2,0.2570716338078374,0.754692909190736,1.3044659426176874,4.4295009418653826e-07
sparkov,20261021,GR,ten_fit_max,0,0.44400160626102714,1.1284064935869667,2.623662375381212,4.006263379272458e-10
sparkov,20261021,GR,ten_fit_max,1,0.29892675759319515,0.3171387790017414,0.6164110180065018,1.8826800263754065e-12
sparkov,20261021,GR,ten_fit_max,2,0.2570716338078374,0.754692909190736,1.3044659426176874,1.7081016091059947e-10
sparkov,20261021,RG,fit_q99,0,0.3756105464331022,1.2265301391045393,2.7931021593697016,0.00034512497596065586
sparkov,20261021,RG,fit_q99,1,0.3450490639147663,0.29912348624906526,0.6081622891241875,0.0001640719717067583
sparkov,20261021,RG,fit_q99,2,0.279340387622318,0.7017685409047644,1.3191779785330946,0.009028981324861567
sparkov,20261021,RG,fit_q999,0,0.3756105464331022,1.2265301391045393,2.7931021593697016,1.8388324988506667e-05
sparkov,20261021,RG,fit_q999,1,0.3450490639147663,0.29912348624906526,0.6081622891241875,3.10277050068006e-05
sparkov,20261021,RG,fit_q999,2,0.279340387622318,0.7017685409047644,1.3191779785330946,0.0010859368680272616
sparkov,20261021,RG,fit_max,0,0.3756105464331022,1.2265301391045393,2.7931021593697016,1.775978267190043e-08
sparkov,20261021,RG,fit_max,1,0.3450490639147663,0.29912348624906526,0.6081622891241875,9.616371586889419e-08
sparkov,20261021,RG,fit_max,2,0.279340387622318,0.7017685409047644,1.3191779785330946,4.981568649199587e-07
sparkov,20261021,RG,ten_fit_max,0,0.3756105464331022,1.2265301391045393,2.7931021593697016,6.926985344554366e-10
sparkov,20261021,RG,ten_fit_max,1,0.3450490639147663,0.29912348624906526,0.6081622891241875,6.306913631122469e-10
sparkov,20261021,RG,ten_fit_max,2,0.279340387622318,0.7017685409047644,1.3191779785330946,1.814466644281081e-10
sparkov,20261021,GG,fit_q99,0,0.43711027712135964,1.1312553485768237,2.6019460614160463,0.0003655090129074071
sparkov,20261021,GG,fit_q99,1,0.3084936561722523,0.3164779289442236,0.612424103937441,1.7752238333160867e-05
sparkov,20261021,GG,fit_q99,2,0.2543960644833157,0.7524269622076881,1.3031747773239548,0.007326126154392632
sparkov,20261021,GG,fit_q999,0,0.43711027712135964,1.1312553485768237,2.6019460614160463,1.8466605520192648e-05
sparkov,20261021,GG,fit_q999,1,0.3084936561722523,0.3164779289442236,0.612424103937441,1.9158306356481325e-06
sparkov,20261021,GG,fit_q999,2,0.2543960644833157,0.7524269622076881,1.3031747773239548,0.0009616166978922907
sparkov,20261021,GG,fit_max,0,0.43711027712135964,1.1312553485768237,2.6019460614160463,1.0968394379511091e-08
sparkov,20261021,GG,fit_max,1,0.3084936561722523,0.3164779289442236,0.612424103937441,2.0690959481267074e-09
sparkov,20261021,GG,fit_max,2,0.2543960644833157,0.7524269622076881,1.3031747773239548,4.388273390726999e-07
sparkov,20261021,GG,ten_fit_max,0,0.43711027712135964,1.1312553485768237,2.6019460614160463,4.0209491318431723e-10
sparkov,20261021,GG,ten_fit_max,1,0.3084936561722523,0.3164779289442236,0.612424103937441,4.70349751716287e-12
sparkov,20261021,GG,ten_fit_max,2,0.2543960644833157,0.7524269622076881,1.3031747773239548,1.705159850748597e-10
sparkov,20261021,AG,fit_q99,0,0.4370493842662747,1.1232143082137818,2.606319380055663,0.00035594106447439286
sparkov,20261021,AG,fit_q99,1,0.3089446661059827,0.32450714739994,0.6556741946334658,3.309871097444509e-05
sparkov,20261021,AG,fit_q99,2,0.2540059471972072,0.7303912929550377,1.2836861633235885,0.007848553800870121
sparkov,20261021,AG,fit_q999,0,0.4370493842662747,1.1232143082137818,2.606319380055663,1.7834957654065954e-05
sparkov,20261021,AG,fit_q999,1,0.3089446661059827,0.32450714739994,0.6556741946334658,2.7699208304114377e-06
sparkov,20261021,AG,fit_q999,2,0.2540059471972072,0.7303912929550377,1.2836861633235885,0.001010424730545218
sparkov,20261021,AG,fit_max,0,0.4370493842662747,1.1232143082137818,2.606319380055663,1.0818075394310442e-08
sparkov,20261021,AG,fit_max,1,0.3089446661059827,0.32450714739994,0.6556741946334658,3.6033775036595765e-09
sparkov,20261021,AG,fit_max,2,0.2540059471972072,0.7303912929550377,1.2836861633235885,4.776785952033234e-07
sparkov,20261021,AG,ten_fit_max,0,0.4370493842662747,1.1232143082137818,2.606319380055663,3.9791327426858574e-10
sparkov,20261021,AG,ten_fit_max,1,0.3089446661059827,0.32450714739994,0.6556741946334658,1.229174609217291e-11
sparkov,20261021,AG,ten_fit_max,2,0.2540059471972072,0.7303912929550377,1.2836861633235885,2.6589386844847e-10
sparkov,20261021,OG,fit_q99,0,0.3995758577108306,1.2105641346164637,2.791132693288272,0.0003184338199038415
sparkov,20261021,OG,fit_q99,1,0.34488741791553384,0.30719517226805065,0.6601781256679539,8.865289285874862e-05
sparkov,20261021,OG,fit_q99,2,0.25553672241225145,0.681632733283208,1.2734813919797587,0.008583091308216637
sparkov,20261021,OG,fit_q999,0,0.3995758577108306,1.2105641346164637,2.791132693288272,1.611467332458065e-05
sparkov,20261021,OG,fit_q999,1,0.34488741791553384,0.30719517226805065,0.6601781256679539,1.2258696783315774e-05
sparkov,20261021,OG,fit_q999,2,0.25553672241225145,0.681632733283208,1.2734813919797587,0.0009966513622273218
sparkov,20261021,OG,fit_max,0,0.3995758577108306,1.2105641346164637,2.791132693288272,1.687853696413815e-08
sparkov,20261021,OG,fit_max,1,0.34488741791553384,0.30719517226805065,0.6601781256679539,3.4890871642363225e-08
sparkov,20261021,OG,fit_max,2,0.25553672241225145,0.681632733283208,1.2734813919797587,4.2835086706892806e-07
sparkov,20261021,OG,ten_fit_max,0,0.3995758577108306,1.2105641346164637,2.791132693288272,6.289721064761379e-10
sparkov,20261021,OG,ten_fit_max,1,0.34488741791553384,0.30719517226805065,0.6601781256679539,2.3793728309907615e-10
sparkov,20261021,OG,ten_fit_max,2,0.25553672241225145,0.681632733283208,1.2734813919797587,2.1935715335625522e-10
sparkov,20261022,RR,fit_q99,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,0.0003390518665986357
sparkov,20261022,RR,fit_q99,1,0.34024125699138763,0.29997776702105017,0.60855847371945,0.00017115725088874575
sparkov,20261022,RR,fit_q99,2,0.2815890169661193,0.7021154554471367,1.318125184436804,0.009981515076920307
sparkov,20261022,RR,fit_q999,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,1.7853064142410635e-05
sparkov,20261022,RR,fit_q999,1,0.34024125699138763,0.29997776702105017,0.60855847371945,3.370168992119723e-05
sparkov,20261022,RR,fit_q999,2,0.2815890169661193,0.7021154554471367,1.318125184436804,0.0011349720763150167
sparkov,20261022,RR,fit_max,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,1.893006004651067e-08
sparkov,20261022,RR,fit_max,1,0.34024125699138763,0.29997776702105017,0.60855847371945,1.1222878823900635e-07
sparkov,20261022,RR,fit_max,2,0.2815890169661193,0.7021154554471367,1.318125184436804,4.837807376976482e-07
sparkov,20261022,RR,ten_fit_max,0,0.37816972359422557,1.2226122421869867,2.7052448494683805,7.33417281817922e-10
sparkov,20261022,RR,ten_fit_max,1,0.34024125699138763,0.29997776702105017,0.60855847371945,7.375303916094424e-10
