family,kappa,variant,group,entities,events,gap_conditioned_mark_tv,transition_conditioned_mark_tv,short_gap_repeat_curve_l1,gap_repeat_mi_error,gap_lag1_acf_error,amount_lag1_acf_error,gap_ks,gap_scaled_w1,gap_zero_rate_error,mark_sparse_tv,amount_ks,amount_scaled_w1,length_scaled_w1,repeat_level_reference_weighted,reference_repeat_level,null_centered_shape_l1
argn_original,1,direct,0,1834.0,43810.0,0.018838665519298126,0.04916723663542203,0.005016425225018699,4.582667176189203e-05,0.024576310736268286,0.005844860270238989,0.0058502555917118405,0.03058448490947112,1.9852614192236833e-05,0.013117144484643841,0.005377115414887039,0.011845879529811266,0.015980419726708005,0.3156922522235089,0.3174738173894708,0.005151423563375601
argn_original,1,direct,1,214.0,5110.0,0.05149441606341717,0.11407652062603046,0.010926721391969103,0.003804146900133409,0.025293999826519423,0.01446269629193038,0.021280741323853648,0.04450532213883857,3.4041394335511986e-05,0.028363732646064076,0.020388775002414827,0.03155851082127047,0.03596270269496643,0.3168477520000021,0.32024531697886804,0.010230373055910008
argn_original,1,direct,pooled,2048.0,48920.0,0.018185282694927207,0.047631917500041414,0.005196421479958078,0.00017845838576182804,0.024649995262171234,0.0038184443233608666,0.006159703585827274,0.03082006827901884,2.1334698754053594e-05,0.013173336494829537,0.005278483332875061,0.012592969505275421,0.015150947804831305,0.31537036684684094,0.317738171690903,0.0047602442058510335
argn_original,1,gap,0,1834.0,43810.0,0.025752249443588157,0.05371104532134913,0.015078997401111216,3.7639542591399636e-05,0.024994040134452066,0.0059701197670866575,0.005726886169649767,0.030096995139002675,2.38231370306842e-05,0.021295552591816574,0.005368134501573067,0.01182023158536588,0.015980419726708005,0.32969247943686014,0.3174738173894708,0.004517078922272185
argn_original,1,gap,1,214.0,5110.0,0.05466365892526567,0.11523699920456487,0.015247040596743986,0.005032438552900083,0.027678882071861616,0.014105687661536854,0.02116294552766927,0.0438493489626088,3.4041394335511986e-05,0.03383683822811813,0.02045011034861761,0.03184878074852026,0.03596270269496643,0.32532339696140405,0.32024531697886804,0.01164436931595693
argn_original,1,gap,pooled,2048.0,48920.0,0.023904438337749943,0.05014165124416203,0.014862937659982754,0.00025153677760005483,0.02525782544979938,0.003963719997268255,0.005870122218756935,0.030258767146964207,2.4890481879729195e-05,0.020241458970151196,0.0052818902557423275,0.012596950422477304,0.015150947804831305,0.32880036152953435,0.317738171690903,0.00460595878268162
argn_original,1,level,0,1834.0,43810.0,0.025805851271069675,0.05384114799837763,0.014982172223028667,3.310180927461122e-05,0.024877264501480024,0.0059701197670866575,0.005679239895588398,0.030053709637403236,2.38231370306842e-05,0.02127951230344356,0.005368134501573067,0.01182023158536588,0.015980419726708005,0.3297094303351596,0.3174738173894708,0.004313826258781815
argn_original,1,level,1,214.0,5110.0,0.05662161172556493,0.15578461773605315,0.1611063637123443,0.08064991316168768,0.027594820834218253,0.014105687661536854,0.020594237980358327,0.04406543367556411,3.4041394335511986e-05,0.034319966069914866,0.02045011034861761,0.03184878074852026,0.03596270269496643,0.33189141663582017,0.32024531697886804,0.1636007919636467
argn_original,1,level,pooled,2048.0,48920.0,0.024224174833141644,0.0510260872119794,0.021527211753238764,0.0007188524892938092,0.025147347946866433,0.003963719997268255,0.005843892273050451,0.030235334744601657,2.4890481879729195e-05,0.020501307725951354,0.0052818902557423275,0.012596950422477304,0.015150947804831305,0.3299476437260576,0.317738171690903,0.016184637485150397
argn_original,1,raw,0,1834.0,43810.0,0.015737322426088673,0.17522349888513356,0.2972100257139714,8.287778606767122e-06,0.021346819509627874,0.003854891786089037,0.007340940849510105,0.034900000808637054,2.7793659869131565e-05,0.009208319069201975,0.0055744341367725365,0.012327647301958468,0.015980419726708005,0.020263791675499288,0.3174738173894708,0.0021651534195392063
argn_original,1,raw,1,214.0,5110.0,0.050088302428059145,0.21817821811321314,0.2992310915125487,0.08067570185034935,0.030606905342344105,0.021960042643199344,0.016051033689257317,0.043560318893523464,6.808278867102397e-05,0.02646144932435275,0.018915955782545114,0.02726425817851481,0.03596270269496643,0.021014225466319387,0.32024531697886804,0.16131577380207984
argn_original,1,raw,pooled,2048.0,48920.0,0.015395670175362171,0.17548655953378578,0.2973901913981731,0.0007441393703709265,0.02223950952155086,0.004928874930727062,0.0076225981541086325,0.034379470369342885,3.200204813108039e-05,0.010076190513414506,0.005459016988745809,0.012984849380341468,0.015150947804831305,0.020347980292729866,0.317738171690903,0.01656655203216992
