family,kappa,index,group,variant,passes_relation,passes_null_shape,passes_distribution_cost,passes_generation_screen,delta_gap_ks,delta_mark_sparse_tv,delta_amount_ks,delta_length_scaled_w1
U,1,0,0,gap,True,True,True,True,0.00010670438948588018,2.9339870958542888e-05,6.940579367065158e-06,0.0
U,1,0,0,level,True,True,True,True,0.00011464543516276349,-0.00016621275155630916,-2.6317550707075088e-05,0.0
U,1,0,0,raw,True,True,True,True,0.0,0.0,0.0,0.0
U,1,0,1,direct,True,True,True,True,-7.680588178652498e-05,0.000543454753066365,-0.00018323512760577698,0.0
U,1,0,1,gap,True,True,True,True,0.00013616557734208445,-0.00035581918211591984,0.0002354653898046788,0.0
U,1,0,1,level,False,True,True,False,0.0004084967320261805,-3.60286298844506e-05,0.0,0.0
U,1,0,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
U,1,0,pooled,direct,True,True,True,True,-0.00017272504066412342,-0.0020880934491700406,3.328158651839941e-05,0.0
U,1,0,pooled,gap,True,True,True,True,9.245036126754799e-05,-0.0002852200419083857,2.0441537203597093e-05,0.0
U,1,0,pooled,level,True,True,True,True,0.00011378506002161434,-0.000271592350439321,-3.406922867266182e-05,0.0
U,1,0,pooled,raw,True,True,True,True,0.0,0.0,0.0,0.0
U,1,1,0,direct,True,True,True,True,-0.00014365394608384374,-0.0019773076561436943,0.00017265667473231883,0.0
U,1,1,0,gap,True,True,True,True,-0.00018264405056859362,0.00044540087242129697,1.9959316226926538e-05,0.0
U,1,1,0,level,True,True,True,True,-0.00020646718759927477,0.0004365157951487248,2.1606619905613356e-05,0.0
U,1,1,0,raw,True,True,True,True,0.0,0.0,0.0,0.0
U,1,1,1,direct,True,True,True,True,0.00038649838013704585,0.0013491525937904744,0.0003508853516991581,0.0
U,1,1,1,gap,True,True,True,True,0.0006808278867102349,0.0007175472928897461,-0.0003913894324853451,0.0
U,1,1,1,level,False,True,True,False,-0.00013616557734204976,-0.00026092628832357495,6.52315720808816e-05,0.0
U,1,1,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
U,1,1,pooled,direct,True,True,True,True,-0.00013180392787455822,-0.002168535457389542,0.00015628147262729264,0.0
U,1,1,pooled,gap,True,True,True,True,-8.533879501622724e-05,-6.813845734546242e-06,-1.3627691469064729e-05,0.0
U,1,1,pooled,level,True,True,True,True,-0.00018490072253510986,0.00010220768601799067,2.909131863267772e-05,0.0
U,1,1,pooled,raw,True,True,True,True,0.0,0.0,0.0,0.0
argn_continued,0,20260920,0,direct,True,True,True,True,9.529254812272025e-05,0.005436634362781674,-7.359316244052571e-05,0.0
argn_continued,0,20260920,0,gap,False,True,False,False,3.9705228384478986e-05,0.020291717489172856,0.0,0.0
argn_continued,0,20260920,0,level,False,True,False,False,3.9705228384478986e-05,0.019655478819978867,0.0,0.0
argn_continued,0,20260920,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260920,1,direct,True,True,True,True,0.0007515566500359734,0.005787708111592245,0.00032524943554734786,0.0
argn_continued,0,20260920,1,gap,False,True,False,False,0.00016356026519074446,0.023458121739098604,0.00040679931836469854,0.0
argn_continued,0,20260920,1,level,False,True,False,False,-0.0002883613133125955,0.024290430594215724,0.00040679931836469854,0.0
argn_continued,0,20260920,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260920,pooled,direct,True,True,True,True,6.40040962621713e-05,0.003667209847880021,-6.813845734532364e-06,0.0
argn_continued,0,20260920,pooled,gap,False,True,False,False,0.0001564544575297644,0.03201279747487115,0.0,0.0
argn_continued,0,20260920,pooled,level,False,True,False,False,0.0001493428912783994,0.03144043443317041,0.0,0.0
argn_continued,0,20260920,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260921,0,direct,True,True,True,True,1.5211732468703096e-05,0.007579132963533184,-3.7316607055899384e-06,0.0
argn_continued,0,20260921,0,gap,False,True,False,False,0.00014279559646398175,0.10348712295108994,-1.5205541077553328e-05,0.0
argn_continued,0,20260921,0,level,False,True,False,False,0.00014279559646398175,0.10384472775973333,-1.5205541077553328e-05,0.0
argn_continued,0,20260921,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260921,1,direct,True,True,True,True,0.0014779334246271727,0.00013385515257330685,-9.951002563485245e-06,0.0
argn_continued,0,20260921,1,gap,False,True,False,False,0.00031535207021056964,0.07402242442592759,0.0002471165636604433,0.0
argn_continued,0,20260921,1,level,False,True,False,False,0.0002885700866129652,0.07193501411933916,0.0003217990879247519,0.0
argn_continued,0,20260921,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,0,20260921,pooled,direct,True,True,True,True,5.6892530010806304e-05,0.003430570607501916,-6.813845734532364e-06,0.0
argn_continued,0,20260921,pooled,gap,False,True,False,False,0.00015442102464791052,0.1265691881882464,-6.813845734532364e-06,0.0
argn_continued,0,20260921,pooled,level,False,True,False,False,0.00015442102464791052,0.12728464199037232,-6.813845734532364e-06,0.0
argn_continued,0,20260921,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260920,0,direct,True,True,True,True,-2.8228751252443868e-06,0.004936375351529987,1.5217225899736946e-05,0.0
argn_continued,1,20260920,0,gap,True,True,False,False,3.0838294848622994e-05,0.019653041919567536,0.0,0.0
argn_continued,1,20260920,0,level,True,True,False,False,0.0001158605652982949,0.019630216080717966,0.0,0.0
argn_continued,1,20260920,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260920,1,direct,True,True,True,True,-9.327627976581446e-05,0.00405428346905954,0.0004356355569490322,0.0
argn_continued,1,20260920,1,gap,True,True,False,False,-5.5533697898717954e-05,0.017160778948479057,0.00010064347316328034,0.0
argn_continued,1,20260920,1,level,False,True,False,False,-0.0005762551559743527,0.01721686793277757,0.00024024920510743938,0.0
argn_continued,1,20260920,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260920,pooled,direct,True,True,True,True,-7.477316476271322e-05,0.00593453608328832,6.813845734532364e-06,0.0
argn_continued,1,20260920,pooled,gap,True,True,False,False,3.5557831256749495e-05,0.022510608000737384,0.0,0.0
argn_continued,1,20260920,pooled,level,True,True,False,False,-7.111566251364991e-06,0.02235388954884314,0.0,0.0
argn_continued,1,20260920,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260921,0,direct,True,True,True,True,0.0003055180991831108,0.0060742897654135816,2.0958061026385075e-05,0.0
argn_continued,1,20260921,0,gap,False,True,False,False,0.0007054839045168657,0.030951801349327297,3.8043064749268204e-05,0.0
argn_continued,1,20260921,0,level,False,True,False,False,0.0008168921928104287,0.031103973608324488,3.8043064749268204e-05,0.0
argn_continued,1,20260921,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260921,1,direct,True,True,True,True,-0.004472927113501057,0.002042397438208568,-0.00015170695114201035,0.0
argn_continued,1,20260921,1,gap,False,True,False,False,-0.004543447103526407,0.026319651704909276,-0.0002732108593273934,0.0
argn_continued,1,20260921,1,level,False,True,False,False,-0.004004271901117981,0.037105238352764025,-0.0003232825707190079,0.0
argn_continued,1,20260921,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_continued,1,20260921,pooled,direct,True,True,True,True,-0.000729334345746957,0.0031063497196963073,6.813845734532364e-06,0.0
argn_continued,1,20260921,pooled,gap,False,True,False,False,-0.0005829090456180661,0.03695083362383217,-6.813845734532364e-06,0.0
argn_continued,1,20260921,pooled,level,False,True,False,False,-0.0007015623797282933,0.03900861503566101,-6.813845734532364e-06,0.0
argn_continued,1,20260921,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260920,0,direct,True,True,True,True,-0.0007202523405438477,0.006490637916256028,-0.00018696745567773742,0.0
argn_original,0,20260920,0,gap,False,True,False,False,-0.0004926977053123505,0.020611673288319574,-0.00015141735798647991,0.0
argn_original,0,20260920,0,level,False,True,False,False,-0.0004466073783184381,0.020563536433443844,-0.00015141735798647991,0.0
argn_original,0,20260920,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260920,1,direct,True,True,False,False,0.00017794746871635514,0.010204094729210633,-0.0010594900769586198,0.0
argn_original,0,20260920,1,gap,False,True,False,False,-0.000541902870963229,0.02733212871196778,-0.0004905244203353785,0.0
argn_original,0,20260920,1,level,False,True,False,False,0.00010474065708624726,0.026468416692981854,-0.0007875293435813842,0.0
argn_original,0,20260920,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260920,pooled,direct,True,True,True,True,-0.001196718231181929,0.003450087824570531,-0.00019091630401287408,0.0
argn_original,0,20260920,pooled,gap,False,True,False,False,-0.001058758114536651,0.029859827032138804,-0.00018410245827834171,0.0
argn_original,0,20260920,pooled,level,False,True,False,False,-0.0010658696807879968,0.029912905834602474,-0.00018410245827834171,0.0
argn_original,0,20260920,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260921,0,direct,True,True,True,True,-0.0020122988182657104,0.004020864256504105,-2.594789008321819e-05,0.0
argn_original,0,20260921,0,gap,False,True,False,False,-0.002125414428589008,0.03707315563093713,-2.594789008321819e-05,0.0
argn_original,0,20260921,0,level,False,True,False,False,-0.002196883839681048,0.03689054892014053,-2.594789008321819e-05,0.0
argn_original,0,20260921,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260921,1,direct,True,True,False,False,-0.0007873658095996217,0.011931543769701496,-0.000976498382211987,0.0
argn_original,0,20260921,1,gap,False,True,False,False,-0.00014819273486341156,0.024994959908877516,-0.000976498382211987,0.0
argn_original,0,20260921,1,level,False,True,False,False,-0.00020349042816170983,0.025492626715474923,-0.000976498382211987,0.0
argn_original,0,20260921,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260921,pooled,direct,True,True,False,False,-0.00251725945218471,0.010852903722786501,-0.00017106457464458914,0.0
argn_original,0,20260921,pooled,gap,False,True,False,False,-0.0026097098134522847,0.05120285956309417,-0.00017106457464458914,0.0
argn_original,0,20260921,pooled,level,False,True,False,False,-0.0026310445122063415,0.050650938058597036,-0.00017106457464458914,0.0
argn_original,0,20260921,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,0,direct,True,True,True,True,-0.000597965930425751,0.003039970739073361,-0.0002737803544190509,0.0
argn_original,1,20260920,0,gap,True,True,True,True,-0.000597965930425751,0.00360320755932721,-0.0002737803544190509,0.0
argn_original,1,20260920,0,level,True,True,True,True,-0.0005900248847488521,0.003540692530781722,-0.0002737803544190509,0.0
argn_original,1,20260920,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,1,direct,True,True,True,True,0.005360231794278362,0.0032703711565607134,0.0017151311327949018,0.0
argn_original,1,20260920,1,gap,True,True,True,True,0.004965836337127296,0.004006703675395296,0.0017151311327949018,0.0
argn_original,1,20260920,1,level,False,True,True,False,0.004767778553325223,0.001944487573789743,0.0017151311327949018,0.0
argn_original,1,20260920,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,pooled,direct,True,True,True,True,-0.0011365413423794681,0.0014987090997225089,-0.00019491413494824705,0.0
argn_original,1,20260920,pooled,gap,True,True,True,True,-0.0011365413423794681,0.0028439537380541766,-0.00019491413494824705,0.0
argn_original,1,20260920,pooled,level,True,True,True,True,-0.0011365413423794681,0.0027708466707501503,-0.00019491413494824705,0.0
argn_original,1,20260920,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,0,direct,True,True,True,True,-0.0023834045851707777,0.0047776800918103695,-0.0001208570893519445,0.0
argn_original,1,20260921,0,gap,True,True,False,False,-0.002630143429294925,0.020571259485901987,-0.00013881891597988805,0.0
argn_original,1,20260921,0,level,True,True,False,False,-0.0027333770230945622,0.02060169393770144,-0.00013881891597988805,0.0
argn_original,1,20260921,0,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,1,direct,True,True,True,True,0.005099183474914299,0.0005341954868619339,0.0012305073069445172,0.0
argn_original,1,20260921,1,gap,True,True,False,False,0.005257987339696606,0.010744074132135458,0.0013531779993500859,0.0
argn_original,1,20260921,1,level,False,True,False,False,0.004318630028876797,0.013772545917334494,0.0013531779993500859,0.0
argn_original,1,20260921,1,raw,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,pooled,direct,True,True,True,True,-0.0017892477941832494,0.004695582863107553,-0.00016615317679324892,0.0
argn_original,1,20260921,pooled,gap,True,True,False,False,-0.0023684105283239268,0.0174865831754192,-0.00015933933105871656,0.0
argn_original,1,20260921,pooled,level,True,True,False,False,-0.002420870419736894,0.018079387754323543,-0.00015933933105871656,0.0
argn_original,1,20260921,pooled,raw,False,True,True,False,0.0,0.0,0.0,0.0
