family,kappa,index,variant,group,repeat_curve_mean,repeat_curve_tape_min,repeat_curve_tape_max,null_shape_mean,null_shape_tape_min,null_shape_tape_max,mark_tv_mean,passes_relation,passes_null_shape,passes_distribution_cost,passes_generation_screen,delta_gap_ks,delta_mark_sparse_tv,delta_amount_ks,delta_length_scaled_w1
argn_original,0,20260921,level,pooled,0.07896474662687668,0.0768399392209293,0.0813176029223934,0.0032656186592709,0.0016975778448095,0.0055796797132353,0.058439129314563194,False,True,False,False,-0.0026310445122063,0.050650938058597,-0.0001710645746445,0.0
argn_original,0,20260921,raw,0,0.28048886255162636,0.2790576384431903,0.2816896156789941,0.0013423398119179334,0.0008332619140674,0.0016541316119245,0.0102649397665944,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260921,raw,1,0.2775678574392999,0.2756343148010962,0.2789460974256095,0.0089830447570738,0.0065773007239097,0.0104359489635006,0.019885970178162033,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,0,20260921,raw,pooled,0.28020208814951897,0.2789740298549218,0.2814249442996812,0.0012717955077637332,0.0009043478744834,0.0019987025199639,0.007788191255966167,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,direct,0,0.004185767557128233,0.0024853322829324,0.0071829874657774,0.0039611361633179335,0.0018521240429816,0.0074110897646872,0.012396465140604168,True,True,True,True,-0.0005979659304257,0.0030399707390733,-0.000273780354419,0.0
argn_original,1,20260920,direct,1,0.012444457816916332,0.007968978027272,0.0161776650877313,0.011031756644543833,0.0090054735856948,0.0150313484811242,0.029175714453231135,True,True,True,True,0.0053602317942783,0.0032703711565607,0.0017151311327949,0.0
argn_original,1,20260920,direct,pooled,0.0051447105487144665,0.0041172291246602,0.0068211035647631,0.004305291997826567,0.0023353671649292,0.0062701936322732,0.011721185055288068,True,True,True,True,-0.0011365413423794,0.0014987090997225,-0.0001949141349482,0.0
argn_original,1,20260920,gap,0,0.004257680250102667,0.0023677345758128,0.0072931021659572,0.004112102076131167,0.0021403263128443,0.0076979946032003,0.012959701960858,True,True,True,True,-0.0005979659304257,0.0036032075593272,-0.000273780354419,0.0
argn_original,1,20260920,gap,1,0.012506650137933834,0.0098833371446799,0.0145104292937097,0.010855394243942065,0.0081981242098507,0.0136129203500143,0.0299120469720657,True,True,True,True,0.0049658363371272,0.0040067036753952,0.0017151311327949,0.0
argn_original,1,20260920,gap,pooled,0.0053126122655477335,0.0041337411508067,0.0073574701631862,0.004351844380829367,0.0024174063936327,0.0066599213087221,0.013066429693619734,True,True,True,True,-0.0011365413423794,0.0028439537380541,-0.0001949141349482,0.0
argn_original,1,20260920,level,0,0.0040490372106062,0.0019055606686423,0.0067601982775417,0.0037306146948977333,0.0018192855696546,0.0064423673642812,0.012897186932312501,True,True,True,True,-0.0005900248847488,0.0035406925307817,-0.000273780354419,0.0
argn_original,1,20260920,level,1,0.16421352559155925,0.1580313409160989,0.1749381883472053,0.16376368236381922,0.156676490146002,0.1738425809623956,0.02784983087046013,False,True,True,False,0.0047677785533252,0.0019444875737897,0.0017151311327949,0.0
argn_original,1,20260920,level,pooled,0.016712318804168066,0.014888350940982,0.0193248933102826,0.016413507952050366,0.0150804125372147,0.0188248535092525,0.012993322626315732,True,True,True,True,-0.0011365413423794,0.0027708466707501,-0.0001949141349482,0.0
argn_original,1,20260920,raw,0,0.3018671041177507,0.3009320504375799,0.3026604440418036,0.0021636819098427,0.0020939511367975,0.0022391057095334,0.0093564944015308,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,raw,1,0.30381429608940613,0.3025046872516827,0.3055263847524521,0.16136877808448494,0.1590425415254466,0.1628106791755773,0.025905343296670397,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260920,raw,pooled,0.30203803976635296,0.3011493964308327,0.3026119914382211,0.016558807394518732,0.0161919367811766,0.0168945647620546,0.010222475955565566,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,direct,0,0.005847082892909066,0.003097299098436,0.0097730993131237,0.006341710963433167,0.0034154055282304,0.0105977594608982,0.013837823828683466,True,True,True,True,-0.0023834045851707,0.0047776800918103,-0.0001208570893519,0.0
argn_original,1,20260921,direct,1,0.009408984967021767,0.0072082083311156,0.0116442744300439,0.009428989467276066,0.0082104520113373,0.0116972012642134,0.027551750838896966,True,True,True,True,0.0050991834749142,0.0005341954868619,0.0012305073069445,0.0
argn_original,1,20260921,direct,pooled,0.0052481324112016335,0.0037511098830352,0.0077722301266515,0.0052151964138754,0.0030465688748449,0.0086777078030045,0.0146254879343709,True,True,True,True,-0.0017892477941832,0.0046955828631075,-0.0001661531767932,0.0
argn_original,1,20260921,gap,0,0.025900314552119667,0.0250121923093916,0.026731071098639,0.0049220557684131,0.0030851499459804,0.0077601766584434,0.029631403222775066,True,True,False,False,-0.0026301434292949,0.0205712594859019,-0.0001388189159798,0.0
argn_original,1,20260921,gap,1,0.017987431055554035,0.0154906635049401,0.0221487811829773,0.012433344387971732,0.0087596010535574,0.0144998032707088,0.03776162948417044,True,True,False,False,0.0052579873396966,0.0107440741321354,0.00135317799935,0.0
argn_original,1,20260921,gap,pooled,0.0244132630544177,0.023869992261192,0.0250018623006662,0.0048600731845338,0.0035109273022203,0.0062285473364392,0.027416488246682535,True,True,False,False,-0.0023684105283239,0.0174865831754192,-0.0001593393310587,0.0
argn_original,1,20260921,level,0,0.025915307235451032,0.024833585560184,0.027239021590118,0.0048970378226658,0.0042036181364728,0.0061570296570926,0.0296618376745745,True,True,False,False,-0.0027333770230945,0.0206016939377014,-0.0001388189159798,0.0
argn_original,1,20260921,level,1,0.1579992018331293,0.1531324733200864,0.1613762894552922,0.16343790156347413,0.1590005915675436,0.1665801170886722,0.0407901012693695,False,True,False,False,0.0043186300288767,0.0137725459173344,0.00135317799935,0.0
argn_original,1,20260921,level,pooled,0.0263421047023093,0.0251314579657212,0.0269947437806886,0.01595576701825033,0.0128126879345653,0.0212368945094011,0.0280092928255869,True,True,False,False,-0.0024208704197368,0.0180793877543235,-0.0001593393310587,0.0
argn_original,1,20260921,raw,0,0.29255294731019216,0.291009740165899,0.2939016612009474,0.002166624929235633,0.0018947999038709,0.0026823656749397,0.009060143736873099,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,raw,1,0.2946478869356912,0.2942763262325359,0.2949738098089389,0.16126276951967464,0.1606149371314279,0.1624035169776806,0.027017555352035,False,True,True,False,0.0,0.0,0.0,0.0
argn_original,1,20260921,raw,pooled,0.2927423430299932,0.2913197657488722,0.2939787694024268,0.016574296669821,0.0159146500943573,0.0171391520598627,0.009929905071263366,False,True,True,False,0.0,0.0,0.0,0.0
