dataset,model,variant,generation_seed,reused,gap_tv,mark_tv,root_tv,root_amount_joint_tv,merchant_amount_joint_tv,gap_root_transition_joint_tv,unambiguous_gap_root_transition_tv,amount_ks,length_ks,generated_events,generated_entities,generated_max_length,unknown_mark_rate,unknown_root_rate,invalid_amount_rate,invalid_gap_rate,noninteger_gap_rate,generated_unambiguous_fraction,daily_gap_mark_joint_tv,daily_gap_count_joint_tv
sparkov,U_action,raw,20261021,False,0.02334621047179257,0.06226710727337624,0.029145528138872917,0.19531319809715142,0.2239245552971471,0.14430991291173806,0.14428619560908812,0.07462758617569631,0.09566326530612246,165024,128,3112,0.0,0.0,0.014113098700795036,0.0,0.0,0.9999272268581408,,
sparkov,U_action,raw,20261022,False,0.02587866009144634,0.06079316746964846,0.030448626957040675,0.19602030764084108,0.22250587226220253,0.14550496554108872,0.14547862244664886,0.07467606397286519,0.09566326530612246,165024,128,3112,0.0,0.0,0.01430095016482451,0.0,0.0,0.9998726470017466,,
sparkov,U_action,gap,20261021,False,0.02337046818574562,0.062285286447314576,0.02913340868958067,0.1954404523147198,0.22402357630514108,0.1443514540934391,0.1443276941546644,0.07462758617569631,0.09566326530612246,165024,128,3112,0.0,0.0,0.014119158425441147,0.0,0.0,0.9999272268581408,,
sparkov,U_action,gap,20261022,False,0.025820497295002347,0.06079020564420076,0.030497104754209567,0.19596577011902608,0.2224685072000694,0.1454427407198593,0.14541618543150298,0.07465182507428075,0.09566326530612246,165024,128,3112,0.0,0.0,0.01430095016482451,0.0,0.0,0.9998726470017466,,
sparkov,G_action,raw,20261021,False,0.08391089315797981,0.06109225260335579,0.031987538997899474,0.18389957359725206,0.21516305010730283,0.1690792885442322,0.16906352234596816,0.0822022419833364,0.09566326530612246,165024,128,3112,0.0,0.0,0.01421611401977894,0.0,0.0,0.9999272268581408,,
sparkov,G_action,raw,20261022,False,0.0888534023759111,0.059832504356111246,0.03331023427454824,0.183001598778942,0.21325667248561464,0.17315153907795644,0.1731243551542024,0.08286275196976262,0.09566326530612246,165024,128,3112,0.0,0.0,0.013713156874151639,0.0,0.0,0.9998726470017466,,
sparkov,G_action,gap,20261021,False,0.08402005287076848,0.06107509325060263,0.031975419548607255,0.18389957359725204,0.21517352635626308,0.16909037794077555,0.16907459696391064,0.08221436143262864,0.09566326530612246,165024,128,3112,0.0,0.0,0.01421611401977894,0.0,0.0,0.9999272268581408,,
sparkov,G_action,gap,20261022,False,0.088944368803235,0.05980106250230185,0.033322353723840466,0.18297130015571145,0.21324607282726077,0.17313396372655443,0.1731066554243798,0.08287487141905484,0.09566326530612246,165024,128,3112,0.0,0.0,0.013713156874151639,0.0,0.0,0.9998726470017466,,
sparkov,U_both,raw,20261021,False,0.04897200377473762,0.05469815406912999,0.023898955272954006,0.08865371243824272,0.141918549229067,0.15596324558746932,0.15595200761394845,0.04160558511067891,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999272268581408,,
sparkov,U_both,raw,20261022,False,0.04862026692241858,0.05307805808635438,0.022363416819368036,0.0791966204312832,0.1376633888761314,0.1566333152538234,0.15662134367289746,0.03348322108562318,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,U_both,gap,20261021,False,0.04898413263171415,0.05466165920493096,0.02389289554830789,0.08863553326430437,0.1419069234173494,0.15591662665314582,0.15590535609108033,0.04162982400926335,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999272268581408,,
sparkov,U_both,gap,20261022,False,0.048577815923000756,0.053052845019549405,0.02236947654401416,0.07920268015592932,0.13768250334007573,0.15659086425440558,0.15657889112877713,0.03344080301310037,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_both,raw,20261021,False,0.10751971326277313,0.06422089500522539,0.03723176677894324,0.10413528776015901,0.1557835753371593,0.1889426145006381,0.18891979848156087,0.046898230192755685,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_both,raw,20261022,False,0.10468067730483471,0.06255185291642043,0.03742567796761883,0.09732452115393146,0.15039412224135756,0.18718777989801094,0.18718545542651363,0.03868315126056776,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,1.0,,
sparkov,G_both,gap,20261021,False,0.10754397097672616,0.06424610173985182,0.03726206540217382,0.10410498913692846,0.155768312335704,0.18903525462156848,0.18901244489441812,0.046819453772356245,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_both,gap,20261022,False,0.1047716437321586,0.06255030057944613,0.03742567796761882,0.09734270032786979,0.15037334513797393,0.1873225690415321,0.18732026221176237,0.03873162905773664,0.09566326530612246,165024,128,3112,0.0,6.059724646112081e-06,0.0,0.0,0.0,1.0,,
sparkov,D_both,raw,20261021,False,0.059725952346801864,0.05876088370354223,0.02236976516879744,0.08100170736749729,0.1398002037690153,0.08780235757155201,0.0877760958265255,0.03550663071202853,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,D_both,raw,20261022,False,0.057621595661375896,0.05924091380095062,0.02280629742106552,0.08395844477354777,0.14153238949115504,0.0882551628217042,0.08825269382594367,0.0388767805651663,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,D_both,gap,20261021,False,0.059725952346801864,0.05876088370354223,0.02236976516879744,0.08099564764285119,0.13979414404436918,0.08780842200004027,0.08778216047568554,0.03550057098738241,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,D_both,gap,20261022,False,0.05763978894684067,0.05922273462701228,0.02281841687035773,0.08394632532425556,0.14151212546445333,0.08826177221334175,0.08825929836132705,0.038785884695474615,0.09566326530612246,165024,128,3112,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
