dataset,model,variant,gap_tv,mark_tv,root_tv,root_amount_joint_tv,merchant_amount_joint_tv,gap_root_transition_joint_tv,unambiguous_gap_root_transition_tv,amount_ks,length_ks,generated_events,generated_entities,generated_max_length,unknown_mark_rate,unknown_root_rate,invalid_amount_rate,invalid_gap_rate,noninteger_gap_rate,generated_unambiguous_fraction,daily_gap_mark_joint_tv,daily_gap_count_joint_tv
berka,G_both,gap,0.06984614328727604,0.062095519403775806,0.062095519403775806,0.23695853689953433,0.23695853689953433,0.14884891696737657,0.13910789126272055,0.09616707135013061,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.3903715901323557,0.11740500400435515,0.08876617727879706
berka,G_both,raw,0.06826160342522421,0.06330242662665134,0.06330242662665134,0.2387859828861031,0.2387859828861031,0.14916913596751988,0.13896023960382237,0.09629085670632298,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.38989001429192816,0.11844756753653676,0.08607891210521787
berka,Marginal,raw,0.018542297385572778,0.019975885900338178,0.019975885900338178,0.02928498960305194,0.02928498960305194,0.39494424336407624,0.3651223922061271,0.011084508605619992,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.46200211271981606,0.14901015204912937,0.10346246655117619
berka,Transition,raw,0.018542297385572778,0.05358051392201581,0.05358051392201581,0.058652176978095674,0.058652176978095674,0.21240863717332986,0.2552178618891935,0.0199986036195908,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.46200211271981606,0.09311111611086166,0.10346246655117619
berka,U,gap,0.1521191219913326,0.1247928023152074,0.1247928023152074,0.3224340364565355,0.3224340364565355,0.3320243080488974,0.2501093025965794,0.11470080634589402,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.023565637185121002,0.0,0.0,0.36863853849499784,0.24346611020212017,0.2038004038595157
berka,U,raw,0.15342403717184586,0.11945455882941175,0.11945455882941175,0.3186644600333034,0.3186644600333034,0.32816567352050263,0.24137549301595404,0.11346886515387566,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.02265272018320233,0.0,0.0,0.3727552351954266,0.24301239776796257,0.20466831720090428
berka,U_action,gap,0.1318296143616562,0.1319381862029661,0.1319381862029661,0.3359378473154194,0.3359378473154194,0.3291760020721985,0.2243882191227228,0.1355520135907451,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.024494027356563718,0.0,0.0,0.3181196793636985,0.22871179094811295,0.1556455776935609
berka,U_action,raw,0.13729783035618798,0.13054560094580206,0.13054560094580206,0.33486291422287023,0.33486291422287023,0.33194436368426466,0.22343114870297553,0.13502873720332487,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.02557714922324689,0.0,0.0,0.3175448952960914,0.22724002992361636,0.1606855403499996
berka,U_amount,gap,0.07678062813601369,0.05476177388624539,0.05476177388624539,0.2137145501850545,0.2137145501850545,0.2104237989705362,0.17745012724270812,0.12722318254562703,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.39546697321816937,0.15285311010079297,0.10874371181190334
berka,U_amount,raw,0.0717784532773795,0.06605343036958122,0.06605343036958122,0.2237255743725302,0.2237255743725302,0.20959670029251526,0.19069945218769013,0.1391855533927413,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.39455042565090415,0.15176747786320322,0.10464294614154025
berka,U_both,gap,0.06778243914219287,0.09882882385385935,0.09882882385385935,0.27739206443629005,0.27739206443629005,0.19745656906647457,0.1942553621789274,0.1406114873093981,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.4015721120984279,0.1683731696125083,0.0890387517634169
berka,U_both,raw,0.0707806371164674,0.09944775063482117,0.09944775063482117,0.27465926603866886,0.27465926603866886,0.1982322622864305,0.196681280531263,0.1394974191036668,0.08006944444444442,32314.0,128.0,675.0,0.0,0.0,0.0,0.0,0.0,0.40439942832287334,0.16970936273870335,0.09267073594540465
sparkov,ARGN,raw,0.07658117237161229,0.059964047418071924,0.04068280401588452,0.22435465392349463,0.31857791925616497,0.19622653071009052,0.19543248056333076,0.02023469033928077,0.20389562074829937,120910.5,128.0,3123.0,0.0,0.0,0.0,0.0,0.0,0.9927267789214784,,
sparkov,CPAR_tail,raw,0.4082486842321341,0.05866632994537869,0.04592638305610816,0.49443864010404864,0.5050007693208829,0.4283063410400802,0.37170045008392555,0.30084562971458817,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.47142138074907824,,
sparkov,D_both,gap,0.05868287064682127,0.058991809165277256,0.022594091019577586,0.08247098648355337,0.14065313475441127,0.08803509710669101,0.0880207294185063,0.03714322784142851,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,D_both,raw,0.05867377400408888,0.05900089875224643,0.02258803129493148,0.08248007607052253,0.14066629663008517,0.08802876019662811,0.08801439482623458,0.037191705638597417,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G,gap,0.05753293712673333,0.05390788213519043,0.023996387431815123,0.18435834834157694,0.2140815885854201,0.16178817753629576,0.16177591182213552,0.08626193925319375,0.09566326530612246,165024.0,128.0,3112.0,3.0298623230560403e-06,0.0,0.012843586387434554,0.0,0.0,0.9999090335726761,,
sparkov,G,raw,0.05754203376946573,0.05390545621290693,0.023990327707169006,0.18434016916763862,0.21406643927380478,0.16180637082176053,0.16179410610064138,0.08625890939087069,0.09566326530612246,165024.0,128.0,3112.0,3.0298623230560403e-06,0.0,0.012843586387434554,0.0,0.0,0.9999090335726761,,
sparkov,G_action,gap,0.08648221083700175,0.06043807787645224,0.03264888663622386,0.18343543687648173,0.21420979959176192,0.17111217083366498,0.17109062619414522,0.08254461642584174,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.01396463544696529,0.0,0.0,0.9998999369299437,,
sparkov,G_action,raw,0.08638214776694546,0.060462378479733514,0.03264888663622385,0.18345058618809704,0.21420986129645875,0.17111541381109432,0.17109393875008527,0.0825324969765495,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.01396463544696529,0.0,0.0,0.9998999369299437,,
sparkov,G_amount,gap,0.11423606781352028,0.05434288445141691,0.02454661633290661,0.0765111692482994,0.13762182428595313,0.1860304358747707,0.18600983107305175,0.028175960705654868,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_amount,raw,0.11411781145799922,0.05431896379587022,0.02452540729664522,0.07653237828456079,0.13760414846914304,0.18599519511767576,0.18597458876536954,0.028262596517121596,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999636134290705,,
sparkov,G_both,gap,0.10615780735444239,0.06339820115964898,0.03734387168489632,0.10072384473239912,0.15307082873683897,0.18817891183155028,0.18816635355309025,0.04277554141504644,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999818067145352,,
sparkov,G_both,raw,0.10610019528380392,0.06338637396082292,0.03732872237328104,0.10072990445704524,0.15308884878925844,0.18806519719932452,0.18805262695403724,0.04279069072666172,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999818067145352,,
sparkov,Marginal,raw,0.01398468110701484,0.04459615459771902,0.020841824188990443,0.043145384235281276,0.11646251640997006,0.16518205881471995,0.16518206485206355,0.01603371197903586,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999636134290704,,
sparkov,Transition,raw,0.01398468110701484,0.047836570555575234,0.026169457587432533,0.04875156128236802,0.11877292780739947,0.07743807978118655,0.07742455047353744,0.015839228953785034,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.9999636134290704,,
sparkov,U,gap,0.049958404772084984,0.05701074029753726,0.028056189693277975,0.18872983912108232,0.21714072021225367,0.15868108913357531,0.1586721326223745,0.08346505808597526,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.013064766337017645,0.0,0.0,0.999927226858141,,
sparkov,U,raw,0.04989776048720238,0.05703194933379866,0.028050129968631862,0.18869651063552872,0.21714670851264933,0.15862098282163764,0.1586120295309702,0.0834559684990061,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.013064766337017645,0.0,0.0,0.999927226858141,,
sparkov,U_action,gap,0.024595482740373983,0.061537746045757666,0.02981525672189512,0.19570311121687295,0.22324604175260523,0.1448970974066492,0.1448719397930837,0.07463970562498853,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.014210054295132828,0.0,0.0,0.9998999369299437,,
sparkov,U_action,raw,0.024612435281619455,0.06153013737151235,0.029797077547956796,0.19566675286899626,0.22321521377967482,0.1449074392264134,0.14488240902786848,0.07465182507428075,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.014207024432809773,0.0,0.0,0.9998999369299437,,
sparkov,U_amount,gap,0.02947226245321613,0.05321444437776729,0.022751004872069144,0.08836678496818466,0.14349433395411126,0.15091422570550053,0.15090864777669954,0.04367225590854057,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.9999454201436057,,
sparkov,U_amount,raw,0.029405553739845266,0.05317457202826076,0.022714646524192462,0.08776999339647194,0.14301457983415103,0.15088828925135445,0.15088065929638195,0.04316929876291323,0.09566326530612246,165024.0,128.0,3112.0,0.0,3.0298623230560403e-06,0.0,0.0,0.0,0.999954516786338,,
sparkov,U_both,gap,0.048780974277357454,0.053857252112240184,0.023131186046161024,0.08391910671011685,0.13979471337871258,0.15625374545377568,0.15624212360992873,0.03753531351118186,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.9999454201436057,,
sparkov,U_both,raw,0.0487961353485781,0.053888106077742186,0.02313118604616102,0.08392516643476296,0.1397909690525992,0.15629828042064636,0.15628667564342297,0.03754440309815105,0.09566326530612246,165024.0,128.0,3112.0,0.0,0.0,0.0,0.0,0.0,0.9999454201436057,,
