kappa,name,variant,group,observed_repeat,predicted_repeat,repeat_mean_bias,repeat_brier,train_mean_brier,mark_nll,uniform_mark_nll,curve_l1
0,G,raw,0,0.31215997750755603,0.3117418885231018,0.002901348090183553,0.15869307531947244,0.21474220839988342,3.34574286142985,4.1588830833596715,0.003364044406391561
0,G,raw,1,0.31017932137857473,0.30763394633928937,0.003653128415381235,0.15912254268178705,0.2139709041869123,3.356646696726481,4.1588830833596715,0.005420650422216813
0,G,raw,pooled,0.3119710563295204,0.31135008732477826,0.0029232144795153423,0.1587340392600723,0.21466778354492125,3.346783002217611,4.1588830833596715,0.003292413946671397
0,U,direct,0,0.31215997750755603,0.3172704970765818,0.005110519569025751,0.21474671167354223,0.21474220839988342,3.4739109774879116,4.1588830833596715,0.005110519569071484
0,U,direct,1,0.31017932137857473,0.3118370113081976,0.001657689929622841,0.21394141926868956,0.2139709041869123,3.48135352118895,4.1588830833596715,0.00639087528517763
0,U,direct,pooled,0.3119710563295204,0.3167522342054133,0.004781177875892939,0.214669900364622,0.21466778354492125,3.4746208705900052,4.1588830833596715,0.0047811778759492465
0,U,gap,0,0.31215997750755603,0.3145408586231284,0.002380881115572405,0.15867317972964826,0.21474220839988342,3.3456972070127917,4.1588830833596715,0.00281795684472516
0,U,gap,1,0.31017932137857473,0.31001980992170736,0.0003047934950601479,0.15907813859875344,0.2139709041869123,3.35642208960719,4.1588830833596715,0.003034266787090491
0,U,gap,pooled,0.3119710563295204,0.31410962685395283,0.002138570524432448,0.15871180597349133,0.21466778354492125,3.3467201798672814,4.1588830833596715,0.002467939024672883
0,U,raw,0,0.31215997750755603,0.3114657402038574,0.0025506144921102294,0.15867833103897133,0.21474220839988342,3.3457024097442627,4.1588830833596715,0.0030998493493020894
0,U,raw,1,0.31017932137857473,0.3074875473976135,0.0036556814809991143,0.1591113732819354,0.2139709041869123,3.3565295537312827,4.1588830833596715,0.005557580106486015
0,U,raw,pooled,0.3119710563295204,0.3110862672328949,0.0025777956289344908,0.15871963596287153,0.21466778354492125,3.3467350800832114,4.1588830833596715,0.003043803593014566
1,C,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.2166853092862512,3.4568552982310887,4.1588830833596715,0.002920033337272829
1,C,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.367615647532007,4.1588830833596715,0.008952545600180328
1,C,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.2137277432407069,0.2167820708161218,3.4483433411624813,4.1588830833596715,0.003126324286461509
1,C,gap,0,0.3174738173894707,0.3165673490426768,0.0009064683467939205,0.16066052745439394,0.2166853092862512,3.3303173524881284,4.1588830833596715,0.0014687781699883808
1,C,gap,1,0.3202453169788681,0.3192326843235787,0.00101263265528941,0.1460366456696445,0.21769513517791528,3.283460823794805,4.1588830833596715,0.008301178982386734
1,C,gap,pooled,0.31773817169090296,0.31682157706023123,0.0009165946306717299,0.15926565585916644,0.2167820708161218,3.3258480301914015,4.1588830833596715,0.001661037154382502
1,C,raw,0,0.3174738173894707,0.3157377441724141,0.002024765981986254,0.16066374577830433,0.2166853092862512,3.3303325176239014,4.1588830833596715,0.002240495621731769
1,C,raw,1,0.3202453169788681,0.319192369778951,0.0010529471999170907,0.14670043242670452,0.21769513517791528,3.2839952309926352,4.1588830833596715,0.013770356984919185
1,C,raw,pooled,0.31773817169090296,0.3160672386487325,0.0019056387325796325,0.1593318812668092,0.2167820708161218,3.3259127934773765,4.1588830833596715,0.0027159983103613636
1,G,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.2166853092862512,3.456575038281262,4.1588830833596715,0.002920033337272829
1,G,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.3673666978716703,4.1588830833596715,0.008952545600180328
1,G,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.2137277432407069,0.2167820708161218,3.448066067686021,4.1588830833596715,0.003126324286461509
1,G,gap,0,0.3174738173894707,0.3165214890899838,0.0009523282994869375,0.15975353685588314,0.2166853092862512,3.3273500200299906,4.1588830833596715,0.0013448109197091468
1,G,gap,1,0.3202453169788681,0.32050073267690987,0.0003237871505044991,0.1417653863476113,0.21769513517791528,3.2698618001684587,4.1588830833596715,0.007575970656469408
1,G,gap,pooled,0.31773817169090296,0.31690104179230955,0.0008371298985934139,0.15803777078474104,0.2167820708161218,3.3218666137685506,4.1588830833596715,0.0014326486913691138
1,G,raw,0,0.3174738173894707,0.31591172019640607,0.0026090802488268707,0.15976496994262832,0.2166853092862512,3.3273826440175376,4.1588830833596715,0.0028464208110136704
1,G,raw,1,0.3202453169788681,0.32424867153167725,0.004003354552809146,0.14189537233625835,0.21769513517791528,3.270101308822632,4.1588830833596715,0.010324958159024953
1,G,raw,pooled,0.31773817169090296,0.31670690576235455,0.0023044459441629215,0.15806051181816064,0.2167820708161218,3.321918805440267,4.1588830833596715,0.002795374568247716
1,U,direct,0,0.3174738173894707,0.3164155493297163,0.0010582680597544525,0.2166903001934842,0.2166853092862512,3.4566028611066812,4.1588830833596715,0.002920033337272829
1,U,direct,1,0.3202453169788681,0.3202658489391125,2.0531960244374314e-05,0.18563075119540162,0.21769513517791528,3.3674191323799776,4.1588830833596715,0.008952545600180328
1,U,direct,pooled,0.31773817169090296,0.3167828029520659,0.0009553687388370591,0.2137277432407069,0.2167820708161218,3.4480962380507507,4.1588830833596715,0.003126324286461509
1,U,gap,0,0.3174738173894707,0.3164737378890847,0.001000079500386016,0.15976129811255704,0.2166853092862512,3.3273959905975086,4.1588830833596715,0.0013357266013388689
1,U,gap,1,0.3202453169788681,0.3203660760554933,0.000339556559758795,0.14189007910035903,0.21769513517791528,3.2699650418915827,4.1588830833596715,0.007557599483859409
1,U,gap,pooled,0.31773817169090296,0.31684500128051923,0.0008931704103837442,0.15805668533332895,0.2167820708161218,3.3219180470380625,4.1588830833596715,0.0014400169130902938
1,U,raw,0,0.3174738173894707,0.3152788082758586,0.0026767017183245514,0.15977390955654994,0.2166853092862512,3.327434698740641,4.1588830833596715,0.0030517184640044825
1,U,raw,1,0.3202453169788681,0.32466059923171997,0.004415282252851871,0.14203158762680976,0.21769513517791528,3.2702883879343667,4.1588830833596715,0.010875670153156698
1,U,raw,pooled,0.31773817169090296,0.3161736726760864,0.002268631019261761,0.15808159138429925,0.2167820708161218,3.321983893712362,4.1588830833596715,0.0030690385103867165
