prevalence,kappa,trial,repeat,source,group,empirical_L1,Ucal_curve_L1,Ecal_curve_L1,mark_TV_transition_mean,mark_TV_entity_mean,signed_repeat_difference,absolute_repeat_difference,early_absolute_repeat_difference,early_mark_TV,early_signed_repeat_difference,early_transitions,late_absolute_repeat_difference,late_mark_TV,late_signed_repeat_difference,late_transitions,middle_absolute_repeat_difference,middle_mark_TV,middle_signed_repeat_difference,middle_transitions
0.05,0,0,0,Ucal,pooled,0.003977718013023085,0.004129699524202731,0.003751959075388589,0.0236890084779961,0.02371059009323245,-0.0004451348379559484,0.014678119767279247,0.015617658725386719,0.024205066411610687,-0.002245062576548662,20480,0.013697328399340108,0.02303859192504222,0.0008984119964136257,7780,0.014054532172248392,0.023393163918466263,0.0009732177783159897,18620
0.05,0,0,1,Ucal,context_0,0.00709317012386668,0.00549243847025392,0.005147987492275863,0.0238202667531371,0.023855579823178305,-0.00010471598039825543,0.014685669700005462,0.015900535369339466,0.0245822711201017,-0.0021280704688307456,19580,0.013766223981378369,0.02326241164985057,0.0013502093027219335,7399,0.01373204303333292,0.02321428833674464,0.0015152890007192,17810
0.05,0,0,1,Ucal,context_1,0.028535052463899847,0.016563914216638446,0.016499194633071337,0.022414520788581044,0.022398811652640432,0.001137441183635916,0.015279522660045404,0.016493297302060658,0.023527601554394803,0.005242215991020202,900,0.015039270513952561,0.022080175433762547,-0.0006556770228964137,381,0.014043891659857314,0.021335030530498903,-0.0025799900385332698,810
0.05,0,0,1,Ucal,pooled,0.006485921681342075,0.004981101207704037,0.004704219826462748,0.023757565925238495,0.023791561690683964,-4.931174341029783e-05,0.01471215746748506,0.015926584477711003,0.02453592333645247,-0.001804180927138077,20480,0.013828567262729366,0.023204515506106412,0.0012519775944879244,7780,0.013745608951028129,0.023132537594367675,0.0013371377643177768,18620
0.05,0,0,2,Ucal,context_0,0.0030308597067497324,0.0037493503748600382,0.0034404072046917305,0.023749598731050734,0.023741053144045288,-0.0003680924770048973,0.014623489082737908,0.015756384507430464,0.024451210539534963,-0.0023484616714460247,19580,0.01356037435563517,0.023098250361222254,0.0007247544068841615,7399,0.013819665020433186,0.023248855742743026,0.0013550773564180185,17810
0.05,0,0,2,Ucal,context_1,0.016494810661228546,0.008518145843243459,0.008454417045326587,0.02283005623677692,0.02275098753126936,0.000509565155409786,0.015851140914850972,0.016185289095673298,0.02295109289491342,0.003807899591823419,900,0.016515188505799753,0.023439341697877328,-0.000922097680293356,381,0.015167516847083598,0.022408981233070616,-0.0024818391067746243,810
0.05,0,0,2,Ucal,pooled,0.0029328582778328487,0.0034315899145735897,0.0031489816305690275,0.02370858415435435,0.023697544401296344,-0.0003289461009515888,0.014678246334891246,0.01577523285359348,0.024385287400855306,-0.0020779184518687544,20480,0.013705076693837318,0.023114954191462044,0.0006441052236946199,7780,0.013878298746511964,0.023212319848391005,0.001188165308341432,18620
0.05,0,0,3,Ucal,context_0,0.006552094944555335,0.0041471989885760955,0.0035256360137701837,0.023809353153781965,0.023837251256268465,-0.0005468742891964125,0.014675424599906893,0.015803120465258533,0.024568059060426972,-0.0026506982138713364,19580,0.01377835655555981,0.023196331299741337,0.001368969653201016,7399,0.013808334280790605,0.023229919523570702,0.0009701129716310121,17810
0.05,0,0,3,Ucal,context_1,0.018788181193536924,0.008766505837668127,0.007842282175349921,0.023663337214389797,0.023427424387625278,-0.0018321626682933697,0.016853409198868623,0.017123603141970103,0.023528096715712713,0.0021044631633493635,900,0.014015432202753432,0.021980392576129302,-0.0024485210851421507,381,0.017888093997298935,0.02460521172795353,-0.005916274633304572,810
0.05,0,0,3,Ucal,pooled,0.0059944139182582885,0.004249167201492554,0.0035911389391467476,0.023802840369454556,0.023819241286455045,-0.0006042023182214069,0.014772569774745394,0.01586114948913746,0.024522357590200272,-0.002441731161161442,20480,0.013789966558333687,0.02313678468615571,0.0011820205566317687,7780,0.013985810401648379,0.023289746950291974,0.0006705440156697971,18620
0.05,0,0,4,Ucal,context_0,0.0045103034670076056,0.004899695679737024,0.004482716228469494,0.023690758251484156,0.02374759298288677,-0.00044246272296302296,0.014600105631908805,0.015595188598406327,0.024327101297457764,-0.0023993497377640138,19580,0.013825053338312365,0.023116185973796895,0.0010950884044549,7399,0.013828117279090084,0.023229874671610196,0.0010701429456522597,17810
0.05,0,0,4,Ucal,context_1,0.01651341516062083,0.012234643316636798,0.010657762769422149,0.023247874266800254,0.023241721858403723,-0.0013583637560200658,0.016572204905297983,0.017145710177719594,0.023478693088982254,0.0018310498404834005,900,0.017008424489673355,0.023441007845727068,-0.0051270679734510384,381,0.015729792057364075,0.022900564595769494,-0.0031294698424545334,810
0.05,0,0,4,Ucal,pooled,0.004194745312748328,0.004987874466976742,0.004528894422043406,0.02367100418979529,0.023725362318236635,-0.00048331487868235484,0.014688067653680494,0.015663326753747243,0.02428981773360874,-0.0022134435062980628,20480,0.01398094850652169,0.023132093060327152,0.0007903786898042365,7780,0.013910843195867845,0.02321554915273635,0.0008874530230761855,18620
0.05,0,1,0,Ecal,context_0,0.00543674179349873,0.00415377074165265,0.0038432279230179445,0.0070203803688687495,0.007010934966772744,9.463888714550506e-05,0.005647291473660072,0.005524158768648996,0.006860429979991653,6.578169233895225e-05,19570,0.005709417235667256,0.007134347406073768,8.644793306852518e-05,7676,0.005755192422015992,0.007146289939166246,0.0001296754006194701,17913
0.05,0,1,0,Ecal,context_1,0.029291955099388416,0.010143657240769627,0.00982984259303143,0.008742225257814559,0.008756329726330982,-0.00018064000421711906,0.007564326276007292,0.00780339811693181,0.009032073284110443,-0.0004608411464717362,910,0.007337162671710855,0.00835713570072536,-0.00014542730184652472,372,0.007405932806432247,0.008598762890323996,0.00010731703646126248,840
0.05,0,1,0,Ecal,pooled,0.005970433141674534,0.003929600846863675,0.003644696510734377,0.007097657813388599,0.007088489128452333,8.228420328789865e-05,0.005733329160058007,0.00562543356390961,0.006956923896336775,4.238194705976639e-05,20480,0.005784655966060921,0.00719086793858003,7.573004199143788e-05,8048,0.005829133760623663,0.007211350317717545,0.00012867390614429842,18753
0.05,0,1,1,Ecal,context_0,0.003927727663253589,0.004205152261458559,0.004310473404665345,0.007062515150709757,0.0070597660984466895,8.846978818035339e-05,0.00569947107916268,0.005576705623667461,0.006915701991945313,4.271748411484866e-05,19570,0.005767555141539049,0.007145715311367755,4.1091186637490785e-05,7676,0.005804417581771983,0.007187256348935034,0.00015875677171214264,17913
0.05,0,1,1,Ecal,context_1,0.02646261029719603,0.014573840688796537,0.014048882272754217,0.008648481235203476,0.008613132193523436,0.0008305941939241588,0.007375068576351637,0.007518768285984521,0.008774532867048018,0.0008611051672762567,910,0.0071331298239128565,0.008430085241323918,0.0005124988414907969,372,0.0073265381955674716,0.00860864352656617,0.0009384114383941605,840
0.05,0,1,1,Ecal,pooled,0.00319274152715866,0.003909680403133201,0.004195308416099198,0.007133694271948641,0.007128787736460354,0.00012177678230036681,0.005774672912648329,0.005662998447041901,0.006998296527899584,7.908138995844638e-05,20480,0.005830675641271039,0.0072050823111122495,6.288090428230066e-05,8048,0.0058725976764548715,0.00725092430761952,0.00019367971310887356,18753
0.05,0,1,2,Ecal,context_0,0.005076887468865826,0.0048181113552152625,0.004886834963648813,0.00700449111022509,0.006999531285596423,5.06797752839374e-05,0.005639505047241324,0.0054570803170339395,0.006793979206366353,4.4872969632619e-05,19570,0.005714280898680347,0.007105240007963637,7.776597853499567e-05,7676,0.005806761929645867,0.007191303448720842,4.541686513159986e-05,17913
0.05,0,1,2,Ecal,context_1,0.012289105381743756,0.017156839519754236,0.016809572530654796,0.008868712459078179,0.00887033561374015,7.405685055491836e-05,0.00767372282788958,0.00801759201337348,0.009178335095274744,-0.0007213289470790506,910,0.007663476971849319,0.0089313075546005,0.0008266960741371237,372,0.0073057353274808045,0.008505567251372017,0.0006024131418338844,840
0.05,0,1,2,Ecal,pooled,0.0052138271897182896,0.005072027651093952,0.005139702998523863,0.0070881584967496195,0.007082657845098903,5.1728952622086375e-05,0.00573080197688612,0.005570853053541214,0.006899924707289529,1.0827864934981335e-05,20480,0.005804377933871557,0.00718964571464218,0.00011238352271541213,8048,0.005873905194946424,0.007250173047943739,7.03663064172565e-05,18753
0.05,0,1,3,Ecal,context_0,0.005722769070873144,0.004987912920536667,0.005292511340416363,0.007006773570916344,0.006999962477948078,0.00012386719401291516,0.005640332004850075,0.005511050701034757,0.006853752705076063,5.5340316582530145e-05,19570,0.005702790490207478,0.007104402796514919,8.267042901194177e-05,7676,0.005754807736556787,0.007132113626116457,0.00021638644592270729,17913
0.05,0,1,3,Ecal,context_1,0.020707616814481994,0.015475293385339005,0.015201055502463338,0.008851831698183208,0.0088196550998997,-0.0004532681944851152,0.007600813250879877,0.007315972250896496,0.008610340119416283,-1.5998607153420918e-05,910,0.00839423798825792,0.009506737420921244,-0.0013163645541475666,372,0.0075580171885944545,0.008823417897968153,-0.0005447485262439364,840
0.05,0,1,3,Ecal,pooled,0.006201591483921247,0.005294758931417042,0.005549908756589884,0.007089580900415726,0.007080817960661748,9.796500720652738e-05,0.005728319594031252,0.005591249851931934,0.00693180419663122,5.217047182668466e-05,20480,0.005827196363626311,0.0072154451027126275,1.80033050388631e-05,8048,0.005835578596670456,0.007207871936165805,0.0001822930541123313,18753
0.05,0,1,4,Ecal,context_0,0.004348935086631301,0.004304664501723119,0.004394520969404453,0.007075306589227919,0.007067076416882706,7.006006288994098e-05,0.005709302340186005,0.005631810874432158,0.006957872668742814,-4.034652491278592e-05,19570,0.005829403805874051,0.007213793699992986,0.0001700727192373435,7676,0.005742496619992924,0.007144259570954087,0.00014782256906850983,17913
0.05,0,1,4,Ecal,context_1,0.010067608982659052,0.012138294035347396,0.011984564040260545,0.008631266034649322,0.008646701049527502,0.0008230485446912628,0.0073643808185520545,0.007849324355413625,0.00905946950008581,0.0009133285218542749,910,0.007135505327374064,0.008486745871856348,0.00046791561869203403,372,0.006940384466378462,0.008231380733472871,0.0008825183890405155,840
0.05,0,1,4,Ecal,pooled,0.0044232599120758,0.004324978531905872,0.004446868304875573,0.007145138994278239,0.007137264816087138,0.00010385464334260495,0.0057835832676429695,0.005730342967581237,0.007051254168572996,2.028684684773907e-06,20480,0.0058897752976730085,0.007272632940541342,0.0001838398115083605,8048,0.005796153410424527,0.007192954807797034,0.00018073167634609128,18753
0.05,0,1,0,Ucal,context_0,0.005994947434964275,0.004187222004826347,0.0038162778168151727,0.007027678763310844,0.007015162197777796,4.291152903088043e-05,0.005654953503067419,0.005523089691044788,0.006859287544946945,3.561192878850821e-06,19570,0.005740127349083097,0.00716379753595685,-1.6468584366674657e-05,7676,0.00576251674536444,0.007153317597930996,0.00011134718073270884,17913
0.05,0,1,0,Ucal,context_1,0.026293953873691836,0.010048933078147864,0.00974798400427579,0.008739642341523348,0.008745197228407237,-0.0002827693152607442,0.007567314531137986,0.007718643472417371,0.008961844723415817,-0.0004896882553021986,910,0.00736823762136121,0.008368013495822207,-0.00047252539505240735,372,0.007491537476224558,0.008663501583283679,2.542770512047268e-05,840
0.05,0,1,0,Ucal,pooled,0.0064841753310826465,0.004050624904058365,0.003705922827247101,0.007104512728602757,0.007092033871502054,2.82947749100533e-05,0.005740781427636818,0.005620646035822574,0.0069527117164511765,-1.835565271903761e-05,20480,0.005815382943179451,0.007219459605672295,-3.754874509916628e-05,8048,0.0058399644824690365,0.007220963017207712,0.00010749860399755829,18753
0.05,0,1,1,Ucal,context_0,0.005888698883590686,0.005423986373332126,0.005455292849476467,0.007057496353738525,0.007053952326448452,1.3886330378969196e-05,0.005696130342945374,0.005574803828705801,0.006912533608632848,-2.308912312551975e-05,19570,0.005788369944834535,0.007163489207125755,1.1839682101395802e-05,7676,0.005789153772832453,0.007170448945661581,5.515913210182422e-05,17913
0.05,0,1,1,Ucal,context_1,0.023161260014544095,0.012705258476884161,0.012313519198454576,0.008811650402450268,0.008739091271444411,0.0005651222617417209,0.007539190752229861,0.007609423626582701,0.008886173879088077,0.0006168945723182553,910,0.007217846370191985,0.008525065053129189,0.00056241572864594,372,0.007605414793250107,0.008857833005077694,0.0005102341994643212,840
0.05,0,1,1,Ucal,pooled,0.005013231999528614,0.00509538481276032,0.005207731397626315,0.0071362238529742925,0.007128829105742706,3.8626133816962454e-05,0.005778848013648229,0.00566520929824037,0.007000229538618896,5.347652404452674e-06,20480,0.005854444153362489,0.007226424869987744,3.728877371602931e-05,8048,0.00587050924967087,0.007246031658289403,7.554323366341422e-05,18753
0.05,0,1,2,Ucal,context_0,0.005272876179479252,0.004345222164591504,0.004367780083864832,0.007004218085115723,0.006997838288140018,4.9721601977688645e-06,0.005637398154244991,0.0054627707948566515,0.006797543292918457,-4.592851969314949e-06,19570,0.005698738817209033,0.007100738909171599,4.294419582542993e-05,7676,0.005801893576246766,0.007188650164490902,-8.496483975583329e-07,17913
0.05,0,1,2,Ucal,context_1,0.012616737049353437,0.01771816189665643,0.017251595535073154,0.008926502148992523,0.008941637895760943,-0.00013344495975948752,0.007728960454590358,0.008001087028737907,0.009165612532716286,-0.0007987288860501824,910,0.00755056530557653,0.008833843582530095,0.0005433931546185607,372,0.007513160231922354,0.008708500407963237,0.00028753670021182013,840
0.05,0,1,2,Ucal,pooled,0.005061596057254662,0.004718206263915779,0.004732424176841913,0.007090491361559676,0.007084208290236455,-1.240084224923084e-06,0.005731268740766698,0.005575557307201962,0.006902765119491505,-3.987916988990037e-05,20480,0.005784335170796596,0.007180847624192643,6.607627990483409e-05,8048,0.005878546058023948,0.007256728562854724,1.2067993197486615e-05,18753
0.05,0,1,3,Ucal,context_0,0.004960816601665519,0.004320738746009965,0.004585642846252891,0.007019320623883794,0.007010584597590863,4.1004101534994675e-05,0.005652411577931044,0.005517196394864796,0.006858701926534001,1.9778601356958576e-05,19570,0.00574302308090563,0.00714754491952906,-9.201667472960863e-05,7676,0.005761306081128362,0.007139850865259466,0.00012119449494152966,17913
0.05,0,1,3,Ucal,context_1,0.023017489719205517,0.015384525403662008,0.014796733209740346,0.008861159050012486,0.008840497443114135,-0.0005895097289694356,0.007632987273542753,0.0072386887047317,0.008531381857867998,-4.32575469488626e-05,910,0.008320088448223247,0.009437901634467585,-0.0014511399491820285,372,0.007755856393348603,0.008963003101719854,-0.0007997038286356699,840
0.05,0,1,3,Ucal,pooled,0.005703215658867576,0.004802038720398732,0.005004495739468899,0.0071019834512403455,0.007091894201566751,1.2706257827577296e-05,0.0057413010182154715,0.00559368848480517,0.006933025107076674,1.6977678751572966e-05,20480,0.005862141907526176,0.007253411308440235,-0.0001548389732008189,8048,0.005850647640466334,0.007221515019188263,7.994484998846361e-05,18753
0.05,0,1,4,Ucal,context_0,0.005412406719933669,0.004359817050362872,0.004379003436431113,0.007087584360822454,0.007077190861813902,-1.4492097772908155e-06,0.005721441256739688,0.0056349177954753684,0.006962883743737321,-0.00012462153520642583,19570,0.005846660026097248,0.007229834402998844,0.00010262016127387827,7676,0.005762310171123326,0.007162863753029793,8.852153306083784e-05,17913
0.05,0,1,4,Ucal,context_1,0.010705114662271484,0.009194674899608929,0.009097370075000421,0.00869479490375817,0.008709543814196986,0.0006982760291465828,0.0074251453716107745,0.007800134811755065,0.009021518716926349,0.0007794480320516523,910,0.00734756294117179,0.00869908352771784,0.00045335841595485645,372,0.007053264744934582,0.00833894485840574,0.0007188032070795695,840
0.05,0,1,4,Ucal,pooled,0.005404064225092219,0.004367438446935059,0.004416554870093909,0.0071597169462607815,0.007149722169756706,2.9954883981226555e-05,0.005797904532299775,0.005731126168757328,0.007054356293815544,-8.445047533314209e-05,20480,0.00591603575726123,0.007297747011646392,0.0001188322177775219,8048,0.005820135683948019,0.007215543757749881,0.00011675363492057945,18753
0.05,0,2,0,Ecal,context_0,0.00622200988541921,0.005590690507512065,0.005642050884050782,0.007475346268247841,0.0074715297025450675,6.798442059539088e-05,0.00579164013571058,0.005857368686880471,0.00747993933085083,0.00026111400384642373,19580,0.005637032700365289,0.007375115841837224,-8.362923632687842e-05,7837,0.005787432830212762,0.007514207304395867,-7.689970761039709e-05,17899
0.05,0,2,0,Ecal,context_1,0.03772281909077605,0.013105635167452721,0.013183036346454171,0.010357732746637066,0.010270609656176407,-2.969139092287806e-05,0.008876139601344432,0.009281013740433587,0.010662017940647072,-0.0005684044791592492,900,0.009440855702883761,0.010874436582884632,-0.00030399418212998083,355,0.008188123838583531,0.009800745491488598,0.0006794672817826707,821
0.05,0,2,0,Ecal,pooled,0.004525357374280433,0.004829743905927698,0.004876408008536606,0.007601608808953784,0.007594536145819881,6.370574519211762e-05,0.005926756207846297,0.006007821838647942,0.007619776769757891,0.0002246605548862135,20480,0.005801871221592592,0.007526758769458297,-9.317874264525017e-05,8192,0.005892719545911074,0.007614487638349026,-4.372784338541265e-05,18720
0.05,0,2,1,Ecal,context_0,0.004463348577170136,0.004638247946016181,0.004589958381751403,0.007481134116822837,0.007481240939355193,4.878813804171914e-05,0.005791967003299217,0.005831518522687294,0.007482541377285868,0.0002365422687199313,19580,0.005690943011466195,0.007420066705690044,-0.00014973791235105047,7837,0.005792933888285911,0.007506332795027294,-6.967530805869199e-05,17899
0.05,0,2,1,Ecal,context_1,0.03980578088749253,0.0223365459965159,0.021820564518989876,0.01092532805765141,0.010959969881298388,-0.0005238660699140589,0.009580607531387682,0.009567990634176467,0.010929246469297342,-0.0006549894313017527,900,0.009225398218128043,0.01067947581292353,0.001608567044768535,355,0.009748030812383134,0.011027338991143562,-0.0013021885187123492,821
0.05,0,2,1,Ecal,pooled,0.004193308482753542,0.005362825360611619,0.005320108080374953,0.007632006555655555,0.0076341147698116806,2.3703099729004016e-05,0.005957927877208561,0.0059957189572742205,0.007634007909649654,0.00019736362955882213,20480,0.005844108489782229,0.007561313072031339,-7.354183571806061e-05,8192,0.005966391931805346,0.007660752991983035,-0.00012372943978661145,18720
0.05,0,2,2,Ecal,context_0,0.009779162809519916,0.008019105899848456,0.008056814973369719,0.007444366374910295,0.007446738979609414,5.9384642773429446e-05,0.005762365363703994,0.005779565041608903,0.0074251865584793785,0.0002575714970663936,19580,0.005717146027007547,0.007423281884384177,-0.00017146955183517634,7837,0.005763349454899701,0.007474579233615838,-5.633658656388516e-05,17899
0.05,0,2,2,Ecal,context_1,0.03843621317566387,0.02192130751166141,0.022143279110141734,0.0107110485945167,0.010715305933812256,0.00023382941623413954,0.0093893315607183,0.00937625197900666,0.010653204868366527,-0.0006752569642331865,900,0.008402410181055607,0.009865800130613884,0.00057678083089036,355,0.00983041403735744,0.011139943306113113,0.0010820998062678,821
0.05,0,2,2,Ecal,pooled,0.010721929408825279,0.008691462264027065,0.008737120664831842,0.007587462937366045,0.007590377175839031,6.702617192823267e-05,0.005921244115919594,0.005937622573037515,0.007567042831863091,0.00021657805882568937,20480,0.005833511844230088,0.007529128317173672,-0.0001390441507282958,8192,0.005941718045829071,0.007635330510513288,-6.408366557751965e-06,18720
0.05,0,2,3,Ecal,context_0,0.004305642860742549,0.00484424988613859,0.004990672948777599,0.007451801198861933,0.007458206981943961,0.00015024563679234034,0.005767387187132895,0.005806186901019226,0.007454929457974085,0.00042307333786714067,19580,0.005735962372760437,0.007433267026331337,-3.820056987231645e-05,7837,0.005738702784224498,0.0074564942541558805,-6.569455346486256e-05,17899
0.05,0,2,3,Ecal,context_1,0.016320341778137258,0.014199630179450497,0.01454218881324848,0.010442962210427122,0.010441467526513027,-1.5915585017847417e-05,0.00902982095977819,0.008744462670551406,0.01017675426400577,-0.0006286509914530648,900,0.009004111944789618,0.01056066973259489,0.0013790308169915643,355,0.009353754163949991,0.010683889106175796,5.260560021766356e-05,821
0.05,0,2,3,Ecal,pooled,0.004519097175135106,0.0051745865780315125,0.005315858403176694,0.0075828285929370794,0.007589307298843969,0.00014296696747097916,0.005910297646957584,0.0059353103479224956,0.007574540899645399,0.0003768549835513113,20480,0.005877587506802229,0.0075687929004431,2.321509691682877e-05,8192,0.005897247505525493,0.007598037586074062,-6.0506282835944084e-05,18720
0.05,0,2,4,Ecal,context_0,0.00453100265297255,0.004968245633345046,0.005002473075073834,0.007478308418257995,0.007476860562607644,5.217765888939237e-05,0.005792818964842991,0.0057684181830764914,0.007411124855869728,0.00022202661038358317,19580,0.005790016065945016,0.007508684280520374,-0.00019479448091501604,7837,0.0058207386042447165,0.007538501642405266,-2.5487116271739925e-05,17899
0.05,0,2,4,Ecal,context_1,0.04320059629263136,0.025318097629716506,0.025155287911883775,0.01051507832013992,0.010477866880781374,-0.00010691561084779012,0.009226236533667885,0.010101250203119383,0.0111933431661843,-0.0009239200999339421,900,0.009175637007599146,0.010597686906358306,0.00043687050191449446,355,0.008288904656990727,0.009735828125806827,0.0005535715635090014,821
0.05,0,2,4,Ecal,pooled,0.006323289008228846,0.005904216324834225,0.005933551991388511,0.007611333703460284,0.007608740723074263,4.520860023024334e-05,0.005943219346191752,0.005958825840207282,0.007577335621459724,0.00017166762409033255,20480,0.00593673181720078,0.0076425460886468954,-0.0001674213035585126,8192,0.005928984562006708,0.007634869433157012,-9.14337877661754e-08,18720
0.05,0,2,0,Ucal,context_0,0.005743735456512394,0.005328721695451188,0.005354204613504007,0.007487310732520556,0.007484339858095419,4.042210179866176e-05,0.005800072609229341,0.00586295695033636,0.007488821323684429,0.0002555911578580478,19580,0.005696735546968262,0.007432265667173133,-0.00011650256977042358,7837,0.005776528118367541,0.007509759517488382,-0.0001262459504140796,17899
