run,intervention,field,group,events,nll,accuracy
seed_20260927,shuffle_current_merchant,receiver_or_mark,class_1,726,6.350931606345268,0.008264462809917356
seed_20260927,shuffle_current_merchant,amount_or_numeric_value,all,69086,4.599580984786198,0.014503662102307269
seed_20260927,shuffle_current_merchant,amount_or_numeric_value,first,147,4.6196520158222745,0.034013605442176874
seed_20260927,shuffle_current_merchant,amount_or_numeric_value,later,68939,4.599538186927768,0.014462060662324664
seed_20260927,shuffle_current_merchant,amount_or_numeric_value,class_0,68360,4.615019186609247,0.01023990637799883
seed_20260927,shuffle_current_merchant,amount_or_numeric_value,class_1,726,3.1459233034863945,0.41597796143250687
seed_20260927,shuffle_current_merchant,category,all,69086,2.6030452953880663,0.13723475089019482
seed_20260927,shuffle_current_merchant,category,first,147,2.428855910998623,0.25170068027210885
seed_20260927,shuffle_current_merchant,category,later,68939,2.603416722874761,0.13699067291373532
seed_20260927,shuffle_current_merchant,category,class_0,68360,2.60760047350748,0.13562024575775308
seed_20260927,shuffle_current_merchant,category,class_1,726,2.174130727560067,0.2892561983471074
seed_20260927,shuffle_current_merchant,event_is_fraud,all,69086,0.021812192710326375,0.9939785195263874
seed_20260927,shuffle_current_merchant,event_is_fraud,first,147,0.1494367937224784,0.9523809523809523
seed_20260927,shuffle_current_merchant,event_is_fraud,later,68939,0.021540056236794898,0.9940672188456462
seed_20260927,shuffle_current_merchant,event_is_fraud,class_0,68360,0.003683298901061179,0.9990784084259801
seed_20260927,shuffle_current_merchant,event_is_fraud,class_1,726,1.728824838442239,0.5137741046831956
seed_20260927,zero_history_after_first,gap,all,68939,4.930198950832293,1.4505577394508188e-05
seed_20260927,zero_history_after_first,gap,first,0,,
seed_20260927,zero_history_after_first,gap,later,68939,4.930198950832293,1.4505577394508188e-05
seed_20260927,zero_history_after_first,gap,class_0,68225,4.929288121149539,1.4657383657017223e-05
seed_20260927,zero_history_after_first,gap,class_1,714,5.017231661064618,0.0
seed_20260927,zero_history_after_first,receiver_or_mark,all,69086,6.572049338391807,0.002359378166343398
seed_20260927,zero_history_after_first,receiver_or_mark,first,147,6.40493967743958,0.006802721088435374
seed_20260927,zero_history_after_first,receiver_or_mark,later,68939,6.572405669643493,0.0023499035379103265
seed_20260927,zero_history_after_first,receiver_or_mark,class_0,68360,6.573476436878939,0.0023112931538911644
seed_20260927,zero_history_after_first,receiver_or_mark,class_1,726,6.437674059355555,0.006887052341597796
seed_20260927,zero_history_after_first,amount_or_numeric_value,all,69086,4.628389085092849,0.011073155197869323
seed_20260927,zero_history_after_first,amount_or_numeric_value,first,147,4.582771237204675,0.034013605442176874
seed_20260927,zero_history_after_first,amount_or_numeric_value,later,68939,4.628486356936647,0.011024238819826223
seed_20260927,zero_history_after_first,amount_or_numeric_value,class_0,68360,4.636377441433175,0.008747805734347571
seed_20260927,zero_history_after_first,amount_or_numeric_value,class_1,726,3.8762072126070657,0.23002754820936638
seed_20260927,zero_history_after_first,category,all,69086,2.2441381896762604,0.27866716845670614
seed_20260927,zero_history_after_first,category,first,147,2.0124641093267064,0.41496598639455784
seed_20260927,zero_history_after_first,category,later,68939,2.244632192922774,0.27837653577800664
seed_20260927,zero_history_after_first,category,class_0,68360,2.2488896715738678,0.27636044470450555
seed_20260927,zero_history_after_first,category,class_1,726,1.7967397013561128,0.49586776859504134
seed_20260927,zero_history_after_first,event_is_fraud,all,69086,0.06709589039814497,0.9907217091740729
seed_20260927,zero_history_after_first,event_is_fraud,first,147,0.15151605877841562,0.9523809523809523
seed_20260927,zero_history_after_first,event_is_fraud,later,68939,0.06691587959508864,0.9908034639318818
seed_20260927,zero_history_after_first,event_is_fraud,class_0,68360,0.050618478327987465,0.9995757753071972
seed_20260927,zero_history_after_first,event_is_fraud,class_1,726,1.6186053795385953,0.15702479338842976
