gap_bin,seen_merchant,amount_vs_history,events,customers,frauds,invalid_labels,fraud_rate,event_share,source
6,1,-1,2,2,0,0,0.0,1.1236144429400496e-05,original_validation
6,1,0,32823,135,49,0,0.001492855619535082,0.18440198430310623,original_validation
6,1,1,24739,135,14,0,0.0005659080803589474,0.13898548851946943,original_validation
6,1,2,11290,135,147,0,0.013020372010628875,0.06342803530396579,original_validation
7,0,-1,150,86,1,0,0.006666666666666667,0.0008427108322050372,original_validation
7,0,0,4923,135,3,0,0.0006093845216331506,0.02765776951296932,original_validation
7,0,1,3116,135,1,0,0.00032092426187419767,0.017505913021005973,original_validation
7,0,2,1436,131,22,0,0.01532033426183844,0.008067551700309556,original_validation
7,1,0,3506,135,2,0,0.0005704506560182544,0.01969696118473907,original_validation
7,1,1,2687,134,0,0,0.0,0.015095760040899566,original_validation
7,1,2,1168,130,15,0,0.012842465753424657,0.00656190834676989,original_validation
-1,0,-1,147,147,19,0,0.1292517006802721,0.0008860919727300675,seed_20260927/generated_20260929
0,0,-1,7,6,2,0,0.2857142857142857,4.219485584428893e-05,seed_20260927/generated_20260929
0,0,0,16,16,1,0,0.0625,9.644538478694612e-05,seed_20260927/generated_20260929
0,0,1,15,14,1,0,0.06666666666666667,9.041754823776199e-05,seed_20260927/generated_20260929
0,0,2,5,5,0,0,0.0,3.013918274592066e-05,seed_20260927/generated_20260929
0,1,0,28,24,0,0,0.0,0.0001687794233771557,seed_20260927/generated_20260929
0,1,1,17,15,0,0,0.0,0.00010247322133613024,seed_20260927/generated_20260929
0,1,2,13,13,1,0,0.07692307692307693,7.836187513939372e-05,seed_20260927/generated_20260929
1,0,0,3,3,0,0,0.0,1.8083509647552397e-05,seed_20260927/generated_20260929
1,0,1,5,5,0,0,0.0,3.013918274592066e-05,seed_20260927/generated_20260929
1,0,2,5,5,0,0,0.0,3.013918274592066e-05,seed_20260927/generated_20260929
1,1,0,12,11,0,0,0.0,7.233403859020959e-05,seed_20260927/generated_20260929
1,1,1,15,12,0,0,0.0,9.041754823776199e-05,seed_20260927/generated_20260929
1,1,2,2,2,0,0,0.0,1.2055673098368265e-05,seed_20260927/generated_20260929
2,0,-1,2,2,0,0,0.0,1.2055673098368265e-05,seed_20260927/generated_20260929
2,0,0,83,55,0,0,0.0,0.0005003104335822829,seed_20260927/generated_20260929
2,0,1,52,41,0,0,0.0,0.0003134475005575749,seed_20260927/generated_20260929
2,0,2,23,19,0,0,0.0,0.00013864024063123503,seed_20260927/generated_20260929
2,1,0,127,59,0,0,0.0,0.0007655352417463848,seed_20260927/generated_20260929
2,1,1,85,63,0,0,0.0,0.0005123661066806513,seed_20260927/generated_20260929
2,1,2,40,32,1,0,0.025,0.0002411134619673653,seed_20260927/generated_20260929
3,0,-1,5,5,1,0,0.2,3.013918274592066e-05,seed_20260927/generated_20260929
3,0,0,317,121,2,0,0.006309148264984227,0.00191082418609137,seed_20260927/generated_20260929
3,0,1,216,97,2,0,0.009259259259259259,0.0013020126946237725,seed_20260927/generated_20260929
3,0,2,77,57,2,0,0.025974025974025976,0.00046414341428717816,seed_20260927/generated_20260929
3,1,0,507,100,2,0,0.0039447731755424065,0.003056113130436355,seed_20260927/generated_20260929
3,1,1,356,91,0,0,0.0,0.002145909811509551,seed_20260927/generated_20260929
3,1,2,152,66,2,0,0.013157894736842105,0.0009162311554759881,seed_20260927/generated_20260929
4,0,-1,27,27,1,0,0.037037037037037035,0.00016275158682797157,seed_20260927/generated_20260929
4,0,0,1894,137,8,0,0.004223864836325237,0.011416722424154747,seed_20260927/generated_20260929
4,0,1,1333,133,9,0,0.006751687921980495,0.008035106120062448,seed_20260927/generated_20260929
4,0,2,557,125,10,0,0.017953321364452424,0.003357504957895562,seed_20260927/generated_20260929
4,1,0,3156,128,11,0,0.003485424588086185,0.019023852149225123,seed_20260927/generated_20260929
4,1,1,2180,127,2,0,0.0009174311926605505,0.013140683677221408,seed_20260927/generated_20260929
4,1,2,952,110,7,0,0.007352941176470588,0.005738500394823294,seed_20260927/generated_20260929
5,0,-1,97,78,12,0,0.12371134020618557,0.0005847001452708608,seed_20260927/generated_20260929
5,0,0,5198,136,22,0,0.004232397075798384,0.03133269438265912,seed_20260927/generated_20260929
5,0,1,3816,140,13,0,0.0034067085953878406,0.02300222427168665,seed_20260927/generated_20260929
5,0,2,1487,137,22,0,0.014794889038332213,0.008963392948636805,seed_20260927/generated_20260929
5,1,0,8686,130,17,0,0.00195717246143219,0.05235778826621337,seed_20260927/generated_20260929
5,1,1,6274,130,5,0,0.0007969397513547976,0.03781864650958125,seed_20260927/generated_20260929
5,1,2,2549,127,12,0,0.004707728520988623,0.015364955363870354,seed_20260927/generated_20260929
6,0,-1,362,145,26,0,0.0718232044198895,0.0021820768308046558,seed_20260927/generated_20260929
6,0,0,20576,143,84,0,0.004082426127527216,0.1240287648360127,seed_20260927/generated_20260929
6,0,1,14933,143,28,0,0.001875041853612804,0.09001368318896664,seed_20260927/generated_20260929
6,0,2,5817,141,57,0,0.009798865394533264,0.0350639252066041,seed_20260927/generated_20260929
6,1,-1,2,2,0,0,0.0,1.2055673098368265e-05,seed_20260927/generated_20260929
6,1,0,32079,134,73,0,0.0022756320334175006,0.19336696866127778,seed_20260927/generated_20260929
6,1,1,22925,132,21,0,0.000916030534351145,0.13818815289004624,seed_20260927/generated_20260929
6,1,2,9076,131,42,0,0.004627589246364037,0.054708644520395186,seed_20260927/generated_20260929
7,0,-1,85,68,8,0,0.09411764705882353,0.0005123661066806513,seed_20260927/generated_20260929
7,0,0,4145,139,17,0,0.004101326899879373,0.024985382496368228,seed_20260927/generated_20260929
7,0,1,3064,138,2,0,0.0006527415143603133,0.018469291186700182,seed_20260927/generated_20260929
7,0,2,1170,138,7,0,0.005982905982905983,0.007052568762545435,seed_20260927/generated_20260929
7,1,-1,1,1,0,0,0.0,6.027836549184133e-06,seed_20260927/generated_20260929
7,1,0,5495,130,13,0,0.0023657870791628753,0.03312296183776681,seed_20260927/generated_20260929
7,1,1,3998,131,3,0,0.0007503751875937969,0.02409929052363816,seed_20260927/generated_20260929
7,1,2,1631,130,7,0,0.004291845493562232,0.00983140141171932,seed_20260927/generated_20260929
-1,0,-1,147,147,20,0,0.1360544217687075,0.0008060801473975126,seed_20260927/generated_20260930
0,0,-1,4,4,1,0,0.25,2.1934153670680615e-05,seed_20260927/generated_20260930
0,0,0,15,14,0,0,0.0,8.225307626505231e-05,seed_20260927/generated_20260930
0,0,1,14,13,1,0,0.07142857142857142,7.676953784738216e-05,seed_20260927/generated_20260930
0,0,2,3,3,1,0,0.3333333333333333,1.645061525301046e-05,seed_20260927/generated_20260930
0,1,0,43,29,0,0,0.0,0.00023579215195981663,seed_20260927/generated_20260930
0,1,1,22,17,0,0,0.0,0.00012063784518874339,seed_20260927/generated_20260930
0,1,2,10,10,0,0,0.0,5.4835384176701545e-05,seed_20260927/generated_20260930
1,0,0,6,5,0,0,0.0,3.290123050602092e-05,seed_20260927/generated_20260930
1,0,1,3,3,0,0,0.0,1.645061525301046e-05,seed_20260927/generated_20260930
1,1,0,6,6,0,0,0.0,3.290123050602092e-05,seed_20260927/generated_20260930
1,1,1,9,9,0,0,0.0,4.935184575903139e-05,seed_20260927/generated_20260930
1,1,2,2,2,0,0,0.0,1.0967076835340308e-05,seed_20260927/generated_20260930
2,0,-1,1,1,0,0,0.0,5.483538417670154e-06,seed_20260927/generated_20260930
2,0,0,81,67,0,0,0.0,0.0004441666118312825,seed_20260927/generated_20260930
2,0,1,60,47,0,0,0.0,0.00032901230506020924,seed_20260927/generated_20260930
2,0,2,24,21,0,0,0.0,0.0001316049220240837,seed_20260927/generated_20260930
2,1,0,157,76,1,0,0.006369426751592357,0.0008609155315742142,seed_20260927/generated_20260930
2,1,1,92,56,0,0,0.0,0.0005044855344256542,seed_20260927/generated_20260930
2,1,2,35,30,1,0,0.02857142857142857,0.0001919238446184554,seed_20260927/generated_20260930
3,0,-1,8,7,3,0,0.375,4.386830734136123e-05,seed_20260927/generated_20260930
3,0,0,324,115,4,0,0.012345679012345678,0.00177666644732513,seed_20260927/generated_20260930
3,0,1,222,106,0,0,0.0,0.0012173455287227742,seed_20260927/generated_20260930
3,0,2,95,67,3,0,0.031578947368421054,0.0005209361496786647,seed_20260927/generated_20260930
3,1,0,530,115,1,0,0.0018867924528301887,0.0029062753613651815,seed_20260927/generated_20260930
3,1,1,344,99,0,0,0.0,0.001886337215678533,seed_20260927/generated_20260930
3,1,2,152,80,2,0,0.013157894736842105,0.0008334978394858634,seed_20260927/generated_20260930
4,0,-1,33,28,5,0,0.15151515151515152,0.0001809567677831151,seed_20260927/generated_20260930
4,0,0,1966,133,17,0,0.008646998982706003,0.010780636529139524,seed_20260927/generated_20260930
4,0,1,1377,138,8,0,0.005809731299927378,0.007550832401131803,seed_20260927/generated_20260930
4,0,2,569,118,13,0,0.022847100175746926,0.003120133359654318,seed_20260927/generated_20260930
4,1,0,3448,130,13,0,0.0037703016241299302,0.01890724046412669,seed_20260927/generated_20260930
4,1,1,2554,130,1,0,0.00039154267815191856,0.014004957118729573,seed_20260927/generated_20260930
4,1,2,984,118,3,0,0.003048780487804878,0.005395801802987431,seed_20260927/generated_20260930
5,0,-1,91,73,11,0,0.12087912087912088,0.000499001996007984,seed_20260927/generated_20260930
5,0,0,5491,140,35,0,0.006374066654525588,0.030110109451426816,seed_20260927/generated_20260930
5,0,1,4082,138,10,0,0.002449779519843214,0.022383803820929568,seed_20260927/generated_20260930
5,0,2,1646,137,28,0,0.01701093560145808,0.009025904235485074,seed_20260927/generated_20260930
5,1,0,9629,131,15,0,0.0015577941634645342,0.05280099142374591,seed_20260927/generated_20260930
5,1,1,6909,130,3,0,0.0004342162396873643,0.0378857669276831,seed_20260927/generated_20260930
5,1,2,2703,129,17,0,0.006289308176100629,0.014822004342962427,seed_20260927/generated_20260930
6,0,-1,359,146,36,0,0.10027855153203342,0.0019685902919435853,seed_20260927/generated_20260930
6,0,0,22032,147,102,0,0.004629629629629629,0.12081331841810884,seed_20260927/generated_20260930
6,0,1,15883,145,35,0,0.0022036139268400176,0.08709504068785506,seed_20260927/generated_20260930
6,0,2,6105,140,74,0,0.012121212121212121,0.03347700203987629,seed_20260927/generated_20260930
6,1,0,36302,133,61,0,0.0016803481901823591,0.19906341163826194,seed_20260927/generated_20260930
6,1,1,25920,133,19,0,0.0007330246913580247,0.1421333157860104,seed_20260927/generated_20260930
6,1,2,10047,133,53,0,0.005275206529312232,0.055093110482332036,seed_20260927/generated_20260930
7,0,-1,91,64,6,0,0.06593406593406594,0.000499001996007984,seed_20260927/generated_20260930
7,0,0,4322,139,20,0,0.004627487274409995,0.023699853041170407,seed_20260927/generated_20260930
7,0,1,3149,139,9,0,0.0028580501746586218,0.017267662477243314,seed_20260927/generated_20260930
7,0,2,1242,138,9,0,0.007246376811594203,0.0068105547147463315,seed_20260927/generated_20260930
7,1,-1,1,1,0,0,0.0,5.483538417670154e-06,seed_20260927/generated_20260930
7,1,0,6500,132,8,0,0.0012307692307692308,0.035642999714856,seed_20260927/generated_20260930
7,1,1,4736,133,5,0,0.0010557432432432433,0.02597003794608585,seed_20260927/generated_20260930
7,1,2,1784,129,11,0,0.00616591928251121,0.009782632537123555,seed_20260927/generated_20260930
-1,0,-1,147,147,23,0,0.1564625850340136,0.000928769096629895,seed_20260928/generated_20260929
0,0,-1,4,4,1,0,0.25,2.5272628479725034e-05,seed_20260928/generated_20260929
0,0,0,42,36,1,0,0.023809523809523808,0.0002653625990371129,seed_20260928/generated_20260929
0,0,1,30,22,4,0,0.13333333333333333,0.00018954471359793775,seed_20260928/generated_20260929
0,0,2,15,13,0,0,0.0,9.477235679896888e-05,seed_20260928/generated_20260929
0,1,0,58,35,0,0,0.0,0.000366453112956013,seed_20260928/generated_20260929
0,1,1,39,29,0,0,0.0,0.00024640812767731906,seed_20260928/generated_20260929
0,1,2,25,22,0,0,0.0,0.00015795392799828147,seed_20260928/generated_20260929
1,0,0,4,4,1,0,0.25,2.5272628479725034e-05,seed_20260928/generated_20260929
1,0,1,4,4,0,0,0.0,2.5272628479725034e-05,seed_20260928/generated_20260929
1,0,2,1,1,0,0,0.0,6.318157119931258e-06,seed_20260928/generated_20260929
1,1,0,15,13,0,0,0.0,9.477235679896888e-05,seed_20260928/generated_20260929
1,1,1,8,8,0,0,0.0,5.054525695945007e-05,seed_20260928/generated_20260929
1,1,2,4,4,0,0,0.0,2.5272628479725034e-05,seed_20260928/generated_20260929
2,0,-1,1,1,0,0,0.0,6.318157119931258e-06,seed_20260928/generated_20260929
2,0,0,66,55,5,0,0.07575757575757576,0.0004169983699154631,seed_20260928/generated_20260929
2,0,1,56,44,3,0,0.05357142857142857,0.00035381679871615047,seed_20260928/generated_20260929
2,0,2,21,19,3,0,0.14285714285714285,0.00013268129951855644,seed_20260928/generated_20260929
2,1,0,119,67,1,0,0.008403361344537815,0.0007518606972718197,seed_20260928/generated_20260929
2,1,1,69,45,0,0,0.0,0.00043595284127525684,seed_20260928/generated_20260929
2,1,2,34,28,8,0,0.23529411764705882,0.00021481734207766279,seed_20260928/generated_20260929
3,0,-1,5,4,5,0,1.0,3.159078559965629e-05,seed_20260928/generated_20260929
3,0,0,286,110,30,0,0.1048951048951049,0.0018069929363003399,seed_20260928/generated_20260929
3,0,1,208,99,17,0,0.08173076923076923,0.0013141766809457018,seed_20260928/generated_20260929
3,0,2,100,69,14,0,0.14,0.0006318157119931259,seed_20260928/generated_20260929
3,1,0,434,97,16,0,0.03686635944700461,0.002742080190050166,seed_20260928/generated_20260929
3,1,1,288,91,4,0,0.013888888888888888,0.0018196292505402024,seed_20260928/generated_20260929
3,1,2,148,64,12,0,0.08108108108108109,0.0009350872537498263,seed_20260928/generated_20260929
4,0,-1,36,31,18,0,0.5,0.0002274536563175253,seed_20260928/generated_20260929
4,0,0,1700,136,113,0,0.06647058823529411,0.01074086710388314,seed_20260928/generated_20260929
4,0,1,1087,133,86,0,0.07911683532658693,0.0068678367893652776,seed_20260928/generated_20260929
4,0,2,559,123,65,0,0.11627906976744186,0.0035318498300415733,seed_20260928/generated_20260929
4,1,-1,1,1,0,0,0.0,6.318157119931258e-06,seed_20260928/generated_20260929
4,1,0,2767,127,54,0,0.019515720997470183,0.01748234075084979,seed_20260928/generated_20260929
4,1,1,1738,123,32,0,0.018411967779056387,0.010980957074440528,seed_20260928/generated_20260929
4,1,2,983,108,54,0,0.054933875890132246,0.006210748448892427,seed_20260928/generated_20260929
5,0,-1,99,75,26,0,0.26262626262626265,0.0006254975548731946,seed_20260928/generated_20260929
5,0,0,4692,137,125,0,0.026641091219096334,0.029644793206717465,seed_20260928/generated_20260929
5,0,1,3097,134,67,0,0.021633839199225055,0.019567332600427107,seed_20260928/generated_20260929
5,0,2,1539,135,86,0,0.05588044184535412,0.009723643807574206,seed_20260928/generated_20260929
5,1,-1,1,1,1,0,1.0,6.318157119931258e-06,seed_20260928/generated_20260929
5,1,0,7695,127,90,0,0.011695906432748537,0.04861821903787104,seed_20260928/generated_20260929
5,1,1,4941,126,42,0,0.008500303582270795,0.031218014329580348,seed_20260928/generated_20260929
5,1,2,2541,122,93,0,0.03659976387249114,0.016054437241745326,seed_20260928/generated_20260929
6,0,-1,358,144,39,0,0.10893854748603352,0.0022619002489353904,seed_20260928/generated_20260929
6,0,0,20371,145,241,0,0.011830543419567031,0.12870717869011966,seed_20260928/generated_20260929
6,0,1,13802,144,136,0,0.009853644399362411,0.08720320456929123,seed_20260928/generated_20260929
6,0,2,6439,136,172,0,0.0267122223947818,0.040682613695237374,seed_20260928/generated_20260929
6,1,-1,2,2,0,0,0.0,1.2636314239862517e-05,seed_20260928/generated_20260929
6,1,0,29770,128,151,0,0.005072220356063151,0.18809153746035356,seed_20260928/generated_20260929
6,1,1,20163,127,78,0,0.0038684719535783366,0.12739300200917397,seed_20260928/generated_20260929
6,1,2,9879,126,176,0,0.017815568377366132,0.0624170741878009,seed_20260928/generated_20260929
7,0,-1,80,59,6,0,0.075,0.0005054525695945007,seed_20260928/generated_20260929
7,0,0,4821,137,24,0,0.004978220286247666,0.030459835475188598,seed_20260928/generated_20260929
7,0,1,3270,138,12,0,0.003669724770642202,0.020660373782175216,seed_20260928/generated_20260929
7,0,2,1425,133,17,0,0.011929824561403509,0.009003373895902044,seed_20260928/generated_20260929
7,1,-1,1,1,0,0,0.0,6.318157119931258e-06,seed_20260928/generated_20260929
7,1,0,6057,127,19,0,0.00313686643552914,0.03826907767542363,seed_20260928/generated_20260929
7,1,1,4166,126,11,0,0.002640422467594815,0.026321442561633622,seed_20260928/generated_20260929
7,1,2,1963,127,28,0,0.014263881813550688,0.012402542426425061,seed_20260928/generated_20260929
-1,0,-1,147,147,30,0,0.20408163265306123,0.0008433783326352991,seed_20260928/generated_20260930
0,0,-1,10,9,2,0,0.2,5.737267568947613e-05,seed_20260928/generated_20260930
0,0,0,38,33,3,0,0.07894736842105263,0.00021801616762000928,seed_20260928/generated_20260930
0,0,1,24,21,2,0,0.08333333333333333,0.00013769442165474272,seed_20260928/generated_20260930
0,0,2,10,10,2,0,0.2,5.737267568947613e-05,seed_20260928/generated_20260930
0,1,0,52,34,0,0,0.0,0.00029833791358527587,seed_20260928/generated_20260930
0,1,1,32,25,2,0,0.0625,0.00018359256220632362,seed_20260928/generated_20260930
0,1,2,20,17,0,0,0.0,0.00011474535137895226,seed_20260928/generated_20260930
1,0,0,5,5,0,0,0.0,2.8686337844738065e-05,seed_20260928/generated_20260930
1,0,1,2,2,0,0,0.0,1.1474535137895226e-05,seed_20260928/generated_20260930
1,1,0,10,8,0,0,0.0,5.737267568947613e-05,seed_20260928/generated_20260930
1,1,1,3,3,0,0,0.0,1.721180270684284e-05,seed_20260928/generated_20260930
1,1,2,5,5,0,0,0.0,2.8686337844738065e-05,seed_20260928/generated_20260930
2,0,-1,4,4,4,0,1.0,2.2949070275790453e-05,seed_20260928/generated_20260930
2,0,0,63,50,5,0,0.07936507936507936,0.0003614478568436996,seed_20260928/generated_20260930
2,0,1,49,40,2,0,0.04081632653061224,0.00028112611087843304,seed_20260928/generated_20260930
2,0,2,34,30,6,0,0.17647058823529413,0.00019506709734421883,seed_20260928/generated_20260930
2,1,0,142,71,0,0,0.0,0.000814691994790561,seed_20260928/generated_20260930
2,1,1,99,63,1,0,0.010101010101010102,0.0005679894893258137,seed_20260928/generated_20260930
2,1,2,46,31,3,0,0.06521739130434782,0.0002639143081715902,seed_20260928/generated_20260930
3,0,-1,8,7,3,0,0.375,4.5898140551580906e-05,seed_20260928/generated_20260930
3,0,0,285,108,17,0,0.05964912280701754,0.0016351212571500697,seed_20260928/generated_20260930
3,0,1,212,100,14,0,0.0660377358490566,0.0012163007246168939,seed_20260928/generated_20260930
3,0,2,112,73,11,0,0.09821428571428571,0.0006425739677221327,seed_20260928/generated_20260930
3,1,0,481,105,5,0,0.010395010395010396,0.0027596257006638016,seed_20260928/generated_20260930
3,1,1,299,97,1,0,0.0033444816053511705,0.0017154430031153362,seed_20260928/generated_20260930
3,1,2,169,71,5,0,0.029585798816568046,0.0009695982191521466,seed_20260928/generated_20260930
4,0,-1,40,34,20,0,0.5,0.00022949070275790452,seed_20260928/generated_20260930
4,0,0,1869,137,96,0,0.051364365971107544,0.010722953086363089,seed_20260928/generated_20260930
4,0,1,1168,135,72,0,0.06164383561643835,0.006701128520530812,seed_20260928/generated_20260930
4,0,2,643,128,59,0,0.09175738724727839,0.0036890630468333152,seed_20260928/generated_20260930
4,1,0,3192,131,27,0,0.008458646616541353,0.01831335808008078,seed_20260928/generated_20260930
4,1,1,2098,126,15,0,0.007149666348903718,0.012036787359652091,seed_20260928/generated_20260930
4,1,2,1092,119,38,0,0.0347985347985348,0.0062650961852907935,seed_20260928/generated_20260930
5,0,-1,91,67,30,0,0.32967032967032966,0.0005220913487742328,seed_20260928/generated_20260930
5,0,0,5107,140,96,0,0.018797728607793225,0.02930022547461546,seed_20260928/generated_20260930
5,0,1,3225,133,51,0,0.01581395348837209,0.018502687909856052,seed_20260928/generated_20260930
5,0,2,1624,138,73,0,0.04495073891625616,0.009317322531970923,seed_20260928/generated_20260930
5,1,0,8585,132,56,0,0.0065230052417006405,0.049254442079415255,seed_20260928/generated_20260930
5,1,1,5542,131,21,0,0.0037892457596535546,0.031795936867107674,seed_20260928/generated_20260930
5,1,2,2942,129,72,0,0.024473147518694765,0.016879041187843877,seed_20260928/generated_20260930
6,0,-1,359,142,50,0,0.1392757660167131,0.002059679057252193,seed_20260928/generated_20260930
6,0,0,21776,139,166,0,0.007623071271124174,0.12493473858140322,seed_20260928/generated_20260930
6,0,1,14498,138,87,0,0.006000827700372465,0.0831789052146025,seed_20260928/generated_20260930
6,0,2,7016,138,120,0,0.01710376282782212,0.040252669263736454,seed_20260928/generated_20260930
6,1,-1,1,1,1,0,1.0,5.737267568947613e-06,seed_20260928/generated_20260930
6,1,0,33409,132,120,0,0.003591846508425873,0.1916763722109708,seed_20260928/generated_20260930
6,1,1,22797,132,37,0,0.0016230205728823969,0.13079248876929872,seed_20260928/generated_20260930
6,1,2,10991,131,138,0,0.012555727413338186,0.06305830785030321,seed_20260928/generated_20260930
7,0,-1,75,58,5,0,0.06666666666666667,0.000430295067671071,seed_20260928/generated_20260930
7,0,0,5009,137,21,0,0.004192453583549611,0.028737973252858595,seed_20260928/generated_20260930
7,0,1,3430,133,5,0,0.0014577259475218659,0.01967882776149031,seed_20260928/generated_20260930
7,0,2,1614,133,12,0,0.007434944237918215,0.009259949856281447,seed_20260928/generated_20260930
7,1,0,6907,131,9,0,0.0013030259157376576,0.039627307098721164,seed_20260928/generated_20260930
7,1,1,4660,132,6,0,0.0012875536480686696,0.026735666871295877,seed_20260928/generated_20260930
7,1,2,2178,130,17,0,0.007805325987144169,0.0124957687651679,seed_20260928/generated_20260930
