kappa,group,model,dimension,bin,total,same_history_prediction,history_composition,sampling_residual,adequate
1,0,G,history,17-31,0.0012633599441609356,0.000617386180681124,-0.0012593684498160007,0.0019053422132956363,True
1,0,U,run,1,0.005375906879810821,0.0035622213609718886,0.0005064238817557853,0.0013072616370831288,True
1,0,G,run,1,0.005762748432817155,0.0038277084845889,0.0005259534279834499,0.0014090865202447843,True
1,0,U,run,2-3,-0.02157417375831694,-0.011431511471025012,-0.006388599122782224,-0.00375406316450966,True
1,0,G,run,2-3,-0.022466673046628416,-0.012189767445415856,-0.006197312862272875,-0.004079592738939894,True
1,0,U,run,4-7,0.011349955925322286,0.011317384238756244,0.00012256356247308808,-8.999187590702658e-05,True
1,0,G,run,4-7,0.010002745813296632,0.010716222122425179,7.749720248761971e-05,-0.0007909735116158378,True
1,0,U,run,8+,-0.013573811370507727,-0.009314213214919044,-0.0008050559114753941,-0.0034545422441131365,True
1,0,G,run,8+,-0.012316436712937362,-0.009334319933820499,-0.0007193864056399546,-0.002262730373476936,True
1,1,U,history,1-4,0.01630321910695748,-0.0028926203745289892,0.0017085333314008633,0.017487306150085563,True
1,1,G,history,1-4,0.01630321910695748,-0.002483079004967756,0.001659956021388187,0.017126342090537088,True
1,1,U,history,5-8,-0.02558411214953271,0.007853250073076933,-0.029626735617691247,-0.003810626604918455,True
1,1,G,history,5-8,-0.02207943925233652,0.009132246272520444,-0.029168350628018758,-0.002043334896838177,True
1,1,U,history,9-16,-0.00920691009030239,0.010677096999021456,-0.02079979166231305,0.000915784572989235,True
1,1,G,history,9-16,-0.009141473629106223,0.011506206258824345,-0.021842111072017945,0.0011944311840873907,True
1,1,U,history,17-31,0.005316285329744208,0.009523288982698112,-0.013443961992766984,0.009236958339813025,True
1,1,G,history,17-31,0.008531478989083241,0.011363775760878866,-0.014741043333421355,0.011908746561625598,True
1,1,U,run,1,0.0393705284771782,0.021433331594963786,0.011677751331066966,0.006259445551147342,True
1,1,G,run,1,0.040914253769279735,0.021718121253156267,0.011535815111028525,0.007660317405094796,True
1,1,U,run,2-3,-0.10113867078238736,-0.037933213327937886,-0.06602372906000986,0.0028182716055606518,True
1,1,G,run,2-3,-0.09897526668857792,-0.033345629633209445,-0.07001934169299495,0.0043897046376266445,True
1,1,U,run,4-7,-0.06764738579720675,0.0010983179501264555,-0.07371442033340192,0.004968716586068631,True
1,1,G,run,4-7,-0.06745080812494242,0.0021706134230835778,-0.07484656157508451,0.005225140027058506,True
1,1,U,run,8+,-0.10113726538956502,-0.01518187520085969,-0.07041840608598549,-0.015536984102719632,False
1,1,G,run,8+,-0.12407058547933991,-0.012665681813797111,-0.07963580868591202,-0.03176909497963033,False
